Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
Hoffenheim,Ihlas Bebou,tg TOG,MF,30.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Heidenheim,Patrick Mainka,de GER,DF,29.0,34.0,28,0.82,23,0,0,5,0,0,2,0.06,0,0,0,2,0,0
Heidenheim,Kevin Müller,de GER,GK,33.0,32.7,4,0.12,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0
Heidenheim,Jan Schöppner,de GER,MF,25.0,29.9,56,1.88,44,1,3,6,1,1,4,0.13,3,0,0,1,0,0
Heidenheim,Benedikt Gimber,de GER,DF,27.0,29.7,15,0.51,12,0,0,1,1,1,1,0.03,0,0,0,0,1,0
Heidenheim,Omar Traoré,de GER,DF,26.0,29.1,54,1.86,42,3,4,2,3,0,2,0.07,2,0,0,0,0,0
Heidenheim,Marvin Pieringer,de GER,FW,24.0,24.7,69,2.81,48,1,5,7,7,1,7,0.29,3,0,0,1,2,1
Heidenheim,Jonas Föhrenbach,de GER,DF,28.0,20.4,34,1.67,30,1,1,1,1,0,4,0.2,3,1,0,0,0,0
Heidenheim,Paul Wanner,de GER,MF,18.0,19.8,51,2.59,30,9,1,6,5,0,7,0.36,5,0,0,2,0,0
Heidenheim,Niklas Dorsch,de GER,MF,26.0,15.0,35,2.36,22,10,0,0,1,2,2,0.13,2,0,0,0,0,0
Heidenheim,Adrian Beck,de GER,MF,27.0,17.9,56,3.16,37,4,10,4,1,0,4,0.23,2,1,1,0,0,0
Heidenheim,Marnon Busch,de GER,DF,29.0,15.6,27,1.74,21,4,0,2,0,0,1,0.06,0,0,0,1,0,0
Heidenheim,Frans Krätzig,de GER,DF,21.0,13.6,45,3.33,31,10,2,0,0,2,2,0.15,2,0,0,0,0,0
Heidenheim,Tim Siersleben,de GER,DF,24.0,13.2,15,1.14,14,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Heidenheim,Léo Scienza,br BRA,FW,25.0,12.9,82,6.39,31,20,10,3,18,0,7,0.55,3,2,0,0,2,0
Heidenheim,Mathias Honsak,at AUT,"FW,DF",27.0,13.2,41,3.13,22,8,4,5,2,0,5,0.38,0,2,3,0,0,0
Heidenheim,Budu Zivzivadze,ge GEO,FW,30.0,10.7,26,2.45,22,0,1,1,1,1,4,0.38,3,0,0,1,0,0
Heidenheim,Lennard Maloney,us USA,MF,24.0,8.5,7,0.83,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Heidenheim,Luca Kerber,de GER,MF,22.0,8.8,9,1.03,7,0,0,1,1,0,1,0.11,0,0,0,1,0,0
Heidenheim,Sirlord Conteh,de GER,FW,28.0,9.9,28,2.82,24,0,1,0,3,0,4,0.4,4,0,0,0,0,0
Heidenheim,Mikkel Kaufmann,dk DEN,FW,23.0,4.2,12,2.92,7,1,0,1,3,0,1,0.24,0,0,0,0,1,0
Heidenheim,Maximilian Breunig,de GER,FW,23.0,3.9,8,2.06,5,1,1,1,0,0,0,0.0,0,0,0,0,0,0
Heidenheim,Thomas Keller,de GER,DF,24.0,1.7,1,0.61,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Heidenheim,Frank Feller,de GER,GK,20.0,1.3,1,0.74,0,1,0,0,0,0,1,0.74,0,1,0,0,0,0
Heidenheim,Stefan Schimmer,de GER,FW,30.0,2.7,4,1.45,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Heidenheim,Julian Niehues,de GER,MF,23.0,1.7,4,2.34,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Heidenheim,Norman Theuerkauf,de GER,MF,37.0,0.2,1,4.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Heidenheim,Denis Thomalla,de GER,MF,31.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Holstein Kiel,Timo Becker,de GER,DF,27.0,27.2,30,1.1,22,1,2,4,0,1,8,0.29,5,0,1,1,0,1
Holstein Kiel,Nicolai Remberg,de GER,MF,24.0,26.9,30,1.12,24,0,0,3,3,0,3,0.11,3,0,0,0,0,0
Holstein Kiel,Timon Weiner,de GER,GK,25.0,25.0,5,0.2,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Holstein Kiel,Shuto Machino,jp JPN,FW,24.0,21.9,74,3.41,48,19,2,3,2,0,9,0.41,8,1,0,0,0,0
Holstein Kiel,Armin Gigovic,ba BIH,MF,22.0,21.3,39,1.85,29,2,1,1,6,0,7,0.33,3,1,1,0,2,0
Holstein Kiel,Magnus Knudsen,no NOR,MF,23.0,20.7,32,1.56,25,0,1,2,4,0,4,0.19,4,0,0,0,0,0
Holstein Kiel,Lasse Rosenboom,de GER,DF,22.0,19.3,25,1.3,22,0,0,2,1,0,3,0.16,3,0,0,0,0,0
Holstein Kiel,Finn Porath,de GER,DF,27.0,22.0,61,2.79,42,6,4,6,3,0,11,0.5,6,0,0,5,0,0
Holstein Kiel,Marko Ivezić,rs SRB,DF,22.0,18.4,12,0.65,10,0,0,0,1,1,1,0.05,1,0,0,0,0,0
Holstein Kiel,David Zec,si SVN,DF,24.0,17.2,13,0.76,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Holstein Kiel,Phil Harres,de GER,FW,22.0,17.3,22,1.28,14,0,0,4,4,0,5,0.29,1,0,0,2,2,0
Holstein Kiel,Marco Komenda,hr CRO,DF,27.0,14.6,23,1.58,21,0,1,0,0,1,1,0.07,1,0,0,0,0,0
Holstein Kiel,Steven Skrzybski,de GER,MF,31.0,14.8,51,3.47,34,2,2,8,4,1,5,0.34,4,1,0,0,0,0
Holstein Kiel,Alexander Bernhardsson,se SWE,FW,25.0,14.2,36,2.57,21,5,4,4,1,1,7,0.5,2,0,2,1,1,1
Holstein Kiel,Max Geschwill,de GER,DF,23.0,14.3,24,1.68,18,2,0,2,0,2,2,0.14,1,0,0,0,0,1
Holstein Kiel,Lewis Holtby,de GER,MF,33.0,13.8,37,2.69,19,13,0,1,3,1,3,0.22,1,1,0,0,1,0
Holstein Kiel,Patrick Erras,de GER,DF,29.0,9.3,8,0.87,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Holstein Kiel,Thomas Dähne,de GER,GK,30.0,9.0,1,0.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Holstein Kiel,John Tolkin,us USA,DF,22.0,8.2,20,2.44,11,8,0,0,1,0,2,0.24,0,2,0,0,0,0
Holstein Kiel,Benedikt Pichler,at AUT,FW,27.0,8.7,30,3.44,20,1,2,5,2,0,3,0.34,2,0,1,0,0,0
Holstein Kiel,Carl Johansson,se SWE,DF,30.0,6.3,8,1.27,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Holstein Kiel,Tymoteusz Puchacz,pl POL,DF,25.0,4.4,14,3.18,9,5,0,0,0,0,1,0.23,1,0,0,0,0,0
Holstein Kiel,Dominik Javorček,sk SVK,DF,21.0,4.3,7,1.63,4,3,0,0,0,0,2,0.47,1,1,0,0,0,0
Holstein Kiel,Jann-Fiete Arp,de GER,FW,24.0,7.9,33,4.17,18,4,2,3,5,1,3,0.38,1,1,0,1,0,0
Holstein Kiel,Marvin Schulz,de GER,MF,29.0,3.4,8,2.34,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Holstein Kiel,Andu Kelati,de GER,MF,21.0,3.2,9,2.81,8,0,0,1,0,0,1,0.31,1,0,0,0,0,0
Holstein Kiel,Ivan Nekić,hr CRO,DF,23.0,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bochum,Maximilian Wittek,de GER,DF,28.0,30.2,100,3.33,62,28,1,5,4,0,6,0.2,3,1,0,1,1,0
Bochum,Ibrahima Sissoko,ml MLI,MF,26.0,29.2,65,2.24,53,0,3,1,4,4,3,0.1,2,0,0,0,1,0
Bochum,Felix Passlack,de GER,DF,26.0,26.1,48,1.85,38,5,0,3,2,0,7,0.27,6,1,0,0,0,0
Bochum,Matúš Bero,sk SVK,MF,28.0,28.6,120,4.21,64,41,4,6,3,2,7,0.25,2,2,2,1,0,0
Bochum,Philipp Hofmann,de GER,FW,31.0,25.5,55,2.17,42,0,0,9,2,2,3,0.12,2,0,0,1,0,0
Bochum,Tim Oermann,de GER,DF,20.0,24.7,20,0.81,18,1,0,0,0,1,3,0.12,3,0,0,0,0,0
Bochum,Patrick Drewes,de GER,GK,31.0,21.0,2,0.1,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Bochum,Ivan Ordets,ua UKR,DF,32.0,20.7,18,0.87,15,0,0,1,2,0,1,0.05,1,0,0,0,0,0
Bochum,Bernardo,br BRA,DF,29.0,19.8,22,1.11,18,1,0,2,0,1,0,0.0,0,0,0,0,0,0
Bochum,Jakov Medić,hr CRO,DF,25.0,17.9,10,0.56,9,0,0,1,0,0,1,0.06,1,0,0,0,0,0
Bochum,Moritz Broschinski,de GER,FW,23.0,15.6,36,2.33,27,0,3,4,2,0,4,0.26,2,0,1,1,0,0
Bochum,Timo Horn,de GER,GK,31.0,13.0,3,0.23,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Bochum,Anthony Losilla,fr FRA,MF,38.0,12.7,19,1.5,18,0,0,0,1,0,2,0.16,2,0,0,0,0,0
Bochum,Tom Krauß,de GER,MF,23.0,12.0,40,3.34,33,0,1,0,5,1,1,0.08,0,0,0,0,0,1
Bochum,Gerrit Holtmann,ph PHI,DF,29.0,12.7,43,3.4,34,1,2,4,0,2,3,0.24,1,1,0,0,0,1
Bochum,Giorgos Masouras,gr GRE,FW,30.0,11.8,29,2.47,21,0,2,5,1,0,5,0.43,2,0,0,3,0,0
Bochum,Dani de Wit,nl NED,MF,26.0,12.9,22,1.72,14,1,0,4,2,1,2,0.16,0,0,0,1,1,0
Bochum,Myron Boadu,nl NED,FW,23.0,11.7,30,2.59,22,0,4,1,3,0,3,0.26,1,0,2,0,0,0
Bochum,Erhan Mašović,rs SRB,DF,25.0,10.1,7,0.69,7,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Bochum,Koji Miyoshi,jp JPN,FW,27.0,5.2,9,1.75,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Bochum,Lukas Daschner,de GER,MF,25.0,4.6,10,2.18,7,2,1,0,0,0,1,0.22,1,0,0,0,0,0
Bochum,Mats Pannewig,de GER,MF,19.0,3.0,11,3.72,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Bochum,Cristian Gamboa,cr CRC,DF,34.0,2.5,6,2.39,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0
Bochum,Moritz-Broni Kwarteng,gh GHA,MF,26.0,1.9,9,4.68,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Bochum,Aliou Badara Baldé,gn GUI,MF,21.0,1.0,3,2.93,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Bochum,Samuel Bamba,de GER,FW,20.0,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bochum,Kacper Koscierski,de GER,DF,17.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Liverpool,Mohamed Salah,eg EGY,FW,32.0,37.6,169,4.51,123,2,22,14,5,3,27,0.72,20,0,5,2,0,0
Liverpool,Virgil van Dijk,nl NED,DF,33.0,37.0,48,1.3,41,0,1,3,1,2,4,0.11,4,0,0,0,0,0
Liverpool,Ryan Gravenberch,nl NED,MF,22.0,35.2,68,1.94,60,0,5,2,0,1,6,0.17,6,0,0,0,0,0
Liverpool,Alexis Mac Allister,ar ARG,MF,25.0,29.0,120,4.15,83,24,2,6,2,3,15,0.52,10,3,0,2,0,0
Liverpool,Ibrahima Konaté,fr FRA,DF,25.0,28.5,31,1.09,26,0,0,4,0,1,7,0.25,6,0,0,0,0,1
Liverpool,Dominik Szoboszlai,hu HUN,MF,23.0,27.8,119,4.3,90,7,5,13,3,1,16,0.58,12,1,0,3,0,0
Liverpool,Andrew Robertson,sct SCO,DF,30.0,27.7,80,2.9,68,9,1,1,0,1,4,0.14,4,0,0,0,0,0
Liverpool,Alisson,br BRA,GK,31.0,27.9,7,0.25,7,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Liverpool,Luis Díaz,co COL,FW,27.0,26.9,117,4.39,88,0,16,9,4,0,16,0.6,13,0,1,0,2,0
Liverpool,Trent Alexander-Arnold,eng ENG,DF,25.0,26.5,98,3.73,74,15,5,4,0,0,10,0.38,9,1,0,0,0,0
Liverpool,Cody Gakpo,nl NED,FW,25.0,21.7,80,3.72,57,0,9,7,5,2,8,0.37,3,0,3,1,1,0
Liverpool,Curtis Jones,eng ENG,MF,23.0,19.2,52,2.74,45,1,0,4,2,0,8,0.42,5,1,0,1,1,0
Liverpool,Diogo Jota,pt POR,FW,27.0,13.4,37,2.79,24,0,6,5,1,1,9,0.68,5,0,2,1,1,0
Liverpool,Caoimhín Kelleher,ie IRL,GK,25.0,10.0,3,0.3,3,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Liverpool,Kostas Tsimikas,gr GRE,DF,28.0,9.3,31,3.33,21,9,0,0,1,0,2,0.21,1,1,0,0,0,0
Liverpool,Darwin Núñez,uy URU,FW,25.0,12.7,31,2.46,21,0,4,1,2,3,4,0.32,3,0,0,0,1,0
Liverpool,Conor Bradley,nir NIR,DF,21.0,8.4,19,2.27,13,0,5,0,1,0,4,0.48,3,0,1,0,0,0
Liverpool,Joe Gomez,eng ENG,DF,27.0,5.8,5,0.87,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
Liverpool,Jarell Quansah,eng ENG,DF,21.0,5.5,3,0.55,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Liverpool,Harvey Elliott,eng ENG,MF,21.0,4.1,21,5.11,17,3,1,0,0,0,3,0.73,3,0,0,0,0,0
Liverpool,Wataru Endo,jp JPN,MF,31.0,3.0,6,1.96,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Liverpool,Federico Chiesa,it ITA,FW,26.0,1.2,6,5.0,6,0,0,0,0,0,1,0.83,1,0,0,0,0,0
Liverpool,Vitezslav Jaros,cz CZE,GK,23.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Liverpool,Jayden Danns,eng ENG,MF,18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Arsenal,David Raya,es ESP,GK,28.0,38.0,5,0.13,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Arsenal,William Saliba,fr FRA,DF,23.0,33.8,27,0.8,25,0,0,1,0,1,1,0.03,1,0,0,0,0,0
Arsenal,Declan Rice,eng ENG,MF,25.0,31.5,111,3.54,62,33,4,5,5,2,10,0.32,6,2,1,1,0,0
Arsenal,Thomas Partey,gh GHA,MF,31.0,31.1,62,2.0,52,2,1,2,1,4,13,0.42,8,2,0,1,1,1
Arsenal,Leandro Trossard,be BEL,FW,29.0,28.4,93,3.29,72,2,7,6,4,2,8,0.28,8,0,0,0,0,0
Arsenal,Gabriel Magalhães,br BRA,DF,26.0,26.3,35,1.33,31,0,0,3,1,0,6,0.23,4,0,0,1,1,0
Arsenal,Jurriën Timber,nl NED,DF,23.0,27.0,52,1.94,46,1,3,0,1,1,9,0.34,8,0,1,0,0,0
Arsenal,Martin Ødegaard,no NOR,MF,25.0,26.0,124,4.8,101,13,3,5,2,0,18,0.7,14,2,1,1,0,0
Arsenal,Gabriel Martinelli,br BRA,FW,23.0,25.6,74,2.91,55,1,8,7,3,0,7,0.27,4,0,1,1,1,0
Arsenal,Kai Havertz,de GER,FW,25.0,20.9,42,2.02,35,0,1,6,0,0,3,0.14,2,0,0,1,0,0
Arsenal,Bukayo Saka,eng ENG,FW,22.0,19.3,117,6.09,71,20,12,10,4,0,23,1.2,14,5,2,1,1,0
Arsenal,Mikel Merino,es ESP,MF,28.0,17.7,43,2.44,35,0,0,6,2,0,4,0.23,3,0,0,1,0,0
Arsenal,Myles Lewis-Skelly,eng ENG,DF,17.0,15.3,29,1.91,21,0,1,1,6,0,0,0.0,0,0,0,0,0,0
Arsenal,Ben White,eng ENG,DF,26.0,13.3,23,1.73,22,1,0,0,0,0,2,0.15,2,0,0,0,0,0
Arsenal,Riccardo Calafiori,it ITA,DF,22.0,11.0,13,1.19,11,0,1,1,0,0,2,0.18,2,0,0,0,0,0
Arsenal,Ethan Nwaneri,eng ENG,FW,17.0,10.0,29,2.91,15,6,5,2,1,0,3,0.3,3,0,0,0,0,0
Arsenal,Jakub Kiwior,pl POL,DF,24.0,12.5,8,0.64,7,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Arsenal,Jorginho,it ITA,MF,32.0,7.9,12,1.54,10,0,0,0,2,0,0,0.0,0,0,0,0,0,0
Arsenal,Raheem Sterling,eng ENG,FW,29.0,5.6,19,3.43,14,0,3,2,0,0,3,0.54,3,0,0,0,0,0
Arsenal,Gabriel Jesus,br BRA,FW,27.0,6.8,18,2.66,10,0,1,5,1,1,4,0.59,1,0,0,3,0,0
Arsenal,Oleksandr Zinchenko,ua UKR,DF,27.0,5.9,22,3.76,17,1,1,2,1,0,2,0.34,2,0,0,0,0,0
Arsenal,Kieran Tierney,sct SCO,DF,27.0,2.9,10,3.47,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Arsenal,Nathan Butler-Oyedeji,eng ENG,FW,21.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Arsenal,Takehiro Tomiyasu,jp JPN,DF,25.0,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Arsenal,Reiss Nelson,eng ENG,FW,24.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manchester City,Joško Gvardiol,hr CRO,DF,22.0,36.4,76,2.09,69,1,2,3,1,0,7,0.19,6,0,1,0,0,0
Manchester City,Erling Haaland,no NOR,FW,24.0,30.5,71,2.34,51,0,8,10,2,0,9,0.3,6,0,2,1,0,0
Manchester City,Bernardo Silva,pt POR,MF,29.0,29.7,92,3.1,81,3,4,1,3,0,8,0.27,8,0,0,0,0,0
Manchester City,Ederson,br BRA,GK,30.0,25.8,6,0.23,6,0,0,0,0,0,4,0.16,4,0,0,0,0,0
Manchester City,Rúben Dias,pt POR,DF,27.0,25.2,26,1.03,17,0,0,7,0,2,1,0.04,1,0,0,0,0,0
Manchester City,İlkay Gündoğan,de GER,MF,33.0,24.8,88,3.56,67,11,5,4,1,0,13,0.53,10,1,0,1,1,0
Manchester City,Mateo Kovačić,hr CRO,MF,30.0,24.5,73,2.99,59,0,4,5,4,1,8,0.33,6,0,1,1,0,0
Manchester City,Manuel Akanji,ch SUI,DF,29.0,22.4,37,1.65,37,0,0,0,0,0,3,0.13,3,0,0,0,0,0
Manchester City,Rico Lewis,eng ENG,DF,19.0,21.1,31,1.47,30,0,0,0,1,0,3,0.14,3,0,0,0,0,0
Manchester City,Sávio,br BRA,FW,20.0,19.8,111,5.66,80,2,15,4,7,3,15,0.76,10,0,2,1,1,1
Manchester City,Phil Foden,eng ENG,MF,24.0,19.9,88,4.46,58,18,3,6,3,0,9,0.46,5,1,0,3,0,0
Manchester City,Kevin De Bruyne,be BEL,MF,33.0,19.0,113,5.97,73,26,3,6,3,2,11,0.58,9,1,0,1,0,0
Manchester City,Matheus Nunes,pt POR,DF,25.0,18.6,46,2.47,35,2,3,3,3,0,8,0.43,5,0,1,2,0,0
Manchester City,Jeremy Doku,be BEL,FW,22.0,17.0,79,4.69,60,1,13,1,3,1,14,0.83,11,0,3,0,0,0
Manchester City,Omar Marmoush,eg EGY,FW,25.0,13.2,39,2.99,22,3,2,5,7,0,2,0.15,1,0,0,0,1,0
Manchester City,Stefan Ortega,de GER,GK,31.0,12.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manchester City,Kyle Walker,eng ENG,DF,34.0,10.8,17,1.58,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manchester City,Nicolás González,es ESP,MF,22.0,8.5,15,1.77,13,0,0,1,1,0,3,0.35,2,0,0,0,1,0
Manchester City,Nathan Aké,nl NED,DF,29.0,7.6,8,1.06,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manchester City,Jack Grealish,eng ENG,FW,28.0,8.1,47,5.86,41,1,3,0,1,1,2,0.25,1,0,0,0,0,1
Manchester City,John Stones,eng ENG,DF,30.0,6.1,8,1.31,8,0,0,0,0,0,2,0.33,2,0,0,0,0,0
Manchester City,Nico O’Reilly,eng ENG,DF,19.0,5.9,12,2.05,9,1,1,0,1,0,2,0.34,2,0,0,0,0,0
Manchester City,Abdukodir Khusanov,uz UZB,DF,20.0,5.6,5,0.89,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manchester City,James Mcatee,eng ENG,MF,21.0,3.9,4,1.03,3,0,1,0,0,0,1,0.26,0,0,1,0,0,0
Manchester City,Jahmai Simpson-Pusey,eng ENG,DF,18.0,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manchester City,Rodri,es ESP,MF,28.0,0.8,2,2.47,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manchester City,Divin Mubama,eng ENG,FW,19.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manchester City,Oscar Bobb,no NOR,FW,21.0,0.2,2,11.25,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Manchester City,Claudio Echeverri,ar ARG,FW,18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manchester City,Vitor Reis,br BRA,DF,18.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Chelsea,Moisés Caicedo,ec ECU,MF,22.0,37.3,98,2.63,86,0,2,0,3,7,9,0.24,6,0,0,0,2,1
Chelsea,Cole Palmer,eng ENG,MF,22.0,35.6,202,5.7,134,21,16,21,8,2,15,0.42,11,0,2,1,1,0
Chelsea,Levi Colwill,eng ENG,DF,21.0,35.0,38,1.09,34,2,0,1,0,1,3,0.09,2,0,0,0,0,1
Chelsea,Marc Cucurella,es ESP,DF,26.0,33.3,51,1.54,44,4,0,2,1,0,5,0.15,4,1,0,0,0,0
Chelsea,Enzo Fernández,ar ARG,MF,23.0,32.8,147,4.49,116,16,2,4,4,5,16,0.49,13,2,0,1,0,0
Chelsea,Robert Sánchez,es ESP,GK,26.0,32.0,7,0.22,6,1,0,0,0,0,2,0.06,1,1,0,0,0,0
Chelsea,Nicolas Jackson,sn SEN,FW,23.0,24.9,69,2.8,42,0,9,7,9,2,10,0.41,7,0,2,1,0,0
Chelsea,Noni Madueke,eng ENG,FW,22.0,22.8,79,3.5,57,0,10,7,4,1,8,0.35,5,0,0,1,1,1
Chelsea,Pedro Neto,pt POR,FW,24.0,25.3,90,3.57,64,9,6,7,4,0,9,0.36,5,1,2,1,0,0
Chelsea,Malo Gusto,fr FRA,DF,21.0,20.7,58,2.8,57,0,0,1,0,0,4,0.19,4,0,0,0,0,0
Chelsea,Jadon Sancho,eng ENG,FW,24.0,19.7,70,3.57,63,0,3,1,3,0,10,0.51,9,0,0,0,1,0
Chelsea,Tosin Adarabioyo,eng ENG,DF,26.0,15.7,15,0.96,8,0,0,6,0,1,1,0.06,0,0,0,1,0,0
Chelsea,Wesley Fofana,fr FRA,DF,23.0,13.1,15,1.15,12,1,1,1,0,0,0,0.0,0,0,0,0,0,0
Chelsea,Reece James,eng ENG,DF,24.0,11.9,18,1.52,11,5,1,1,0,0,3,0.25,1,0,1,1,0,0
Chelsea,Trevoh Chalobah,eng ENG,DF,25.0,10.1,13,1.29,10,0,0,2,0,1,3,0.3,1,0,0,1,0,1
Chelsea,Roméo Lavia,be BEL,MF,20.0,9.0,14,1.58,13,0,0,0,0,1,2,0.23,2,0,0,0,0,0
Chelsea,Christopher Nkunku,fr FRA,FW,26.0,10.3,34,3.32,21,0,5,5,1,2,4,0.39,1,0,1,1,1,0
Chelsea,Filip Jørgensen,dk DEN,GK,22.0,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Chelsea,Axel Disasi,fr FRA,DF,26.0,4.1,2,0.49,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Chelsea,João Félix,pt POR,FW,24.0,4.1,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0
Chelsea,Benoît Badiashile,fr FRA,DF,23.0,3.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Chelsea,Kiernan Dewsbury-Hall,eng ENG,MF,25.0,3.0,5,1.7,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0
Chelsea,Joshua Acheampong,eng ENG,DF,18.0,1.9,2,1.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Chelsea,Tyrique George,eng ENG,FW,18.0,2.0,7,3.44,6,0,1,0,0,0,1,0.49,1,0,0,0,0,0
Chelsea,Renato Veiga,pt POR,DF,21.0,2.0,1,0.49,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Chelsea,Mykhailo Mudryk,ua UKR,FW,23.0,1.7,6,3.6,4,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Chelsea,Marc Guiu,es ESP,FW,18.0,0.8,1,1.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Chelsea,Mathis Amougou,fr FRA,MF,18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Chelsea,Shumaira Mheuka,eng ENG,MF,16.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Newcastle United,Bruno Guimarães,br BRA,MF,26.0,36.5,133,3.66,119,3,3,1,4,3,18,0.5,17,1,0,0,0,0
Newcastle United,Dan Burn,eng ENG,DF,32.0,37.0,27,0.73,21,1,0,4,1,0,4,0.11,3,1,0,0,0,0
Newcastle United,Alexander Isak,se SWE,FW,24.0,30.8,92,3.01,70,1,8,9,2,2,14,0.46,11,0,1,0,1,1
Newcastle United,Fabian Schär,ch SUI,DF,32.0,32.6,37,1.13,26,1,1,3,2,4,4,0.12,2,0,0,2,0,0
Newcastle United,Valentino Livramento,eng ENG,DF,21.0,31.6,45,1.43,43,0,0,1,1,0,2,0.06,2,0,0,0,0,0
Newcastle United,Jacob Murphy,eng ENG,FW,29.0,26.5,82,3.13,65,5,4,3,3,2,15,0.57,14,0,0,0,1,0
Newcastle United,Joelinton,br BRA,MF,27.0,26.7,61,2.29,46,2,1,5,1,6,9,0.34,7,0,0,1,0,1
Newcastle United,Sandro Tonali,it ITA,MF,24.0,29.3,78,2.67,50,10,3,6,6,3,9,0.31,8,1,0,0,0,0
Newcastle United,Nick Pope,eng ENG,GK,32.0,28.0,7,0.25,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Newcastle United,Anthony Gordon,eng ENG,FW,23.0,27.2,101,3.74,73,10,7,3,8,0,12,0.44,9,1,1,0,1,0
Newcastle United,Lewis Hall,eng ENG,DF,19.0,24.4,63,2.59,44,18,0,0,1,0,6,0.25,5,1,0,0,0,0
Newcastle United,Harvey Barnes,eng ENG,FW,26.0,19.6,64,3.27,44,1,7,6,6,0,9,0.46,6,0,1,1,1,0
Newcastle United,Kieran Trippier,eng ENG,DF,33.0,14.7,54,3.71,32,20,0,2,0,0,6,0.41,4,2,0,0,0,0
Newcastle United,Joe Willock,eng ENG,MF,24.0,12.2,45,3.73,36,0,3,3,1,2,4,0.33,4,0,0,0,0,0
Newcastle United,Martin Dúbravka,sk SVK,GK,35.0,10.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
