Team,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Como,Anastasios Douvikas,gr GRE,FW,24.0,6.5,1,0,0,13,17,1,2,1,2,0,0,0,11,8,19,29.6
Como,Jonathan Ikone,fr FRA,FW,26.0,6.1,1,0,0,3,7,2,1,0,9,0,0,0,18,4,1,80.0
Como,Federico Barba,it ITA,DF,30.0,4.8,0,0,0,3,1,0,3,4,2,0,0,0,19,5,8,38.5
Como,Alessio Iovine,it ITA,DF,33.0,4.3,2,0,0,5,6,0,17,3,2,0,0,0,16,2,7,22.2
Como,Luca Mazzitelli,it ITA,MF,28.0,3.8,1,0,0,9,4,0,12,3,6,0,0,0,14,2,6,25.0
Como,Matthias Braunöder,at AUT,MF,22.0,3.0,3,1,1,10,5,0,0,2,4,0,0,0,8,1,4,20.0
Como,Marco Sala,it ITA,DF,25.0,2.9,3,0,0,5,1,0,9,1,6,0,0,0,11,1,2,33.3
Como,Fellipe Jack,br BRA,DF,18.0,1.9,2,0,0,5,1,0,0,4,4,0,0,0,4,4,3,57.1
Como,Daniele Baselli,it ITA,MF,32.0,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0
Como,Alessandro Gabrielloni,it ITA,FW,30.0,1.6,1,0,0,6,4,1,1,0,0,0,0,0,12,3,11,21.4
Como,Simone Verdi,it ITA,MF,32.0,1.3,1,0,0,1,1,0,14,0,2,0,0,0,5,0,0,
Como,Alberto Cerri,it ITA,FW,28.0,1.0,0,0,0,3,1,2,0,0,0,0,0,0,3,4,4,50.0
Como,Ben Lhassine Kone,ci CIV,MF,24.0,0.6,1,0,0,1,1,0,0,1,2,0,0,0,7,0,1,0.0
Como,Ali Jasim,iq IRQ,"FW,DF",20.0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,100.0
Como,Dele Alli,eng ENG,MF,28.0,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
Como,Oliver Abildgaard,dk DEN,MF,28.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Torino,Vanja Milinković-Savić,rs SRB,GK,27.0,37.0,3,0,0,1,10,0,0,0,0,0,1,0,51,11,2,84.6
Torino,Samuele Ricci,it ITA,MF,22.0,31.5,8,1,0,38,70,0,30,25,21,0,0,0,130,14,15,48.3
Torino,Saúl Coco,gq EQG,DF,25.0,31.6,10,0,0,53,19,0,2,38,26,0,0,1,87,62,58,51.7
Torino,Che Adams,sct SCO,FW,28.0,29.6,2,0,0,29,40,23,10,2,6,0,0,0,50,36,62,36.7
Torino,Guillermo Maripán,cl CHI,DF,30.0,26.0,4,1,0,29,8,1,2,41,23,0,0,0,90,72,47,60.5
Torino,Valentino Lazaro,at AUT,DF,28.0,25.8,6,0,0,30,13,2,145,11,12,0,1,0,94,16,25,39.0
Torino,Nikola Vlašić,hr CRO,MF,26.0,23.6,0,0,0,28,26,6,26,9,19,0,0,0,93,27,29,48.2
Torino,Adam Masina,ma MAR,DF,30.0,21.4,5,0,0,23,18,2,14,27,15,1,0,0,88,66,23,74.2
Torino,Sebastian Walukiewicz,pl POL,DF,24.0,18.5,6,0,0,29,7,1,24,18,20,0,0,0,52,23,36,39.0
Torino,Karol Linetty,pl POL,MF,29.0,17.2,6,0,0,39,13,0,4,12,23,0,0,0,63,8,14,36.4
Torino,Antonio Sanabria,py PAR,FW,28.0,14.7,2,0,0,16,13,1,0,1,3,1,0,0,24,26,58,31.0
Torino,Gvidas Gineitis,lt LTU,MF,20.0,16.0,5,0,0,23,23,2,51,18,15,0,0,0,57,14,18,43.8
Torino,Marcus Pedersen,no NOR,DF,24.0,15.2,3,0,0,16,5,4,56,13,8,0,1,0,43,6,19,24.0
Torino,Borna Sosa,hr CRO,DF,26.0,13.2,0,0,0,12,7,1,51,14,19,0,1,0,53,16,19,45.7
Torino,Cristiano Biraghi,it ITA,DF,31.0,12.9,0,0,0,9,12,2,107,8,10,0,0,1,39,8,11,42.1
Torino,Cesare Casadei,it ITA,MF,21.0,11.4,1,0,0,16,10,0,2,5,5,0,1,0,41,64,25,71.9
Torino,Mërgim Vojvoda,xk KVX,DF,29.0,12.4,4,0,0,13,4,1,40,7,10,0,0,0,53,8,10,44.4
Torino,Elif Elmas,mk MKD,FW,24.0,11.4,0,0,0,13,14,2,23,6,7,0,0,0,33,2,3,40.0
Torino,Yann Karamoh,fr FRA,MF,26.0,11.7,2,0,0,12,14,4,23,3,2,0,0,0,42,5,9,35.7
Torino,Ivan Ilić,rs SRB,MF,23.0,10.3,4,0,0,11,23,1,27,5,2,0,0,0,28,4,14,22.2
Torino,Adrien Tameze,cm CMR,MF,30.0,7.3,3,0,0,8,4,0,9,10,2,0,1,0,25,11,8,57.9
Torino,Duván Zapata,co COL,FW,33.0,6.6,1,0,0,10,8,2,3,2,5,0,0,0,15,20,28,41.7
Torino,Ali Dembélé,fr FRA,DF,20.0,4.3,4,1,1,9,7,0,7,1,5,0,1,0,15,5,11,31.3
Torino,Alberto Paleari,it ITA,GK,31.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Torino,Raoul Bellanova,it ITA,DF,24.0,1.0,0,0,0,1,1,0,5,0,0,0,0,0,4,1,0,100.0
Torino,Eybi Nije,se SWE,FW,19.0,4.4,1,0,0,12,12,2,6,0,1,0,0,0,12,12,17,41.4
Torino,Sergiu Perciun,md MDA,FW,18.0,1.7,0,0,0,3,4,0,5,1,2,0,0,0,10,0,2,0.0
Torino,Alessio Cacciamani,it ITA,MF,17.0,0.3,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,50.0
Torino,Tommaso Gabellini,it ITA,FW,17.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Torino,Saba Sazonov,ge GEO,DF,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Torino,Aaron Ciammaglichella,it ITA,MF,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Udinese,Jesper Karlström,se SWE,MF,29.0,35.5,9,0,0,42,25,1,15,35,34,0,0,0,146,31,31,50.0
Udinese,Jaka Bijol,si SVN,DF,25.0,32.9,13,1,1,49,8,2,3,38,25,0,1,1,101,109,52,67.7
Udinese,Sandi Lovrić,si SVN,MF,26.0,25.9,5,0,0,54,34,0,90,22,29,1,0,0,118,1,17,5.6
Udinese,Kingsley Ehizibue,nl NED,DF,29.0,27.9,5,0,0,33,33,5,61,23,35,0,0,0,110,29,33,46.8
Udinese,Lorenzo Lucca,it ITA,FW,23.0,26.3,10,0,0,65,55,16,5,7,6,0,0,0,44,59,68,46.5
Udinese,Maduka Okoye,ng NGA,GK,24.0,25.0,1,0,0,0,1,0,0,0,0,0,0,1,51,7,0,100.0
Udinese,Hassane Kamara,ci CIV,DF,30.0,22.3,8,1,1,25,22,1,106,26,25,0,0,0,92,21,11,65.6
Udinese,Florian Thauvin,fr FRA,FW,31.0,21.9,0,0,0,10,27,3,168,7,14,0,0,0,68,5,10,33.3
Udinese,Jurgen Ekkelenkamp,nl NED,MF,24.0,21.2,2,0,0,29,14,2,12,12,25,0,0,0,82,18,13,58.1
Udinese,Thomas Kristensen,dk DEN,DF,22.0,19.5,5,0,0,31,3,1,10,21,21,0,1,0,63,61,32,65.6
Udinese,Oumar Solet,fr FRA,DF,24.0,18.6,3,1,1,17,14,0,9,17,19,0,0,0,92,20,20,50.0
Udinese,Martín Payero,ar ARG,MF,25.0,15.5,5,0,0,35,39,0,39,13,16,1,2,0,75,21,20,51.2
Udinese,Jordan Zemura,zw ZIM,DF,24.0,15.8,2,0,0,22,7,2,39,16,14,0,0,0,60,6,14,30.0
Udinese,Arthur Atta,fr FRA,MF,21.0,14.0,5,0,0,16,14,1,24,7,12,0,0,0,57,14,20,41.2
Udinese,Christian Kabasele,be BEL,DF,33.0,13.0,0,0,0,20,16,0,2,14,9,0,2,0,33,35,20,63.6
Udinese,Razvan Sava,ro ROU,GK,22.0,12.0,1,0,0,1,1,0,0,0,0,0,1,0,13,0,1,0.0
Udinese,Lautaro Gianetti,ar ARG,DF,30.0,9.8,4,0,0,7,0,0,0,15,10,0,1,2,28,30,12,71.4
Udinese,Souleymane Touré,fr FRA,DF,21.0,8.2,2,2,0,15,6,1,6,9,6,0,0,1,23,7,5,58.3
Udinese,Keinan Davis,eng ENG,FW,26.0,11.9,2,0,0,24,12,8,3,1,4,0,0,0,34,37,40,48.1
Udinese,Oier Zarraga,es ESP,MF,25.0,10.0,0,0,0,12,6,0,20,2,13,0,0,0,25,6,11,35.3
Udinese,Alexis Sánchez,cl CHI,FW,35.0,4.9,0,0,0,4,11,4,8,4,1,0,0,0,17,2,12,14.3
Udinese,Brenner,br BRA,MF,24.0,4.3,0,0,0,0,5,0,11,1,4,0,0,0,16,2,3,40.0
Udinese,Iker Bravo,es ESP,FW,19.0,7.6,3,0,0,12,10,2,8,1,6,0,0,0,30,12,28,30.0
Udinese,Rui Modesto,ao ANG,DF,24.0,6.8,1,0,0,10,5,1,26,8,12,0,0,0,26,10,14,41.7
Udinese,Nehuén Pérez,ar ARG,DF,24.0,2.0,0,0,0,3,2,0,0,1,1,0,0,0,6,3,1,75.0
Udinese,Daniele Padelli,it ITA,GK,38.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Udinese,Simone Pafundi,it ITA,MF,18.0,1.3,0,0,0,1,6,0,14,0,3,0,0,0,3,0,2,0.0
Udinese,Enzo Ebosse,cm CMR,DF,25.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,5,1,0,100.0
Udinese,James Abankwah,ie IRL,DF,20.0,1.0,1,0,0,4,3,0,0,1,2,0,0,0,7,2,2,50.0
Udinese,Damián Pizarro,cl CHI,FW,19.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Udinese,Matteo Palma,de GER,DF,16.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0
Genoa,Morten Frendrup,dk DEN,MF,23.0,34.5,5,0,0,51,31,1,3,47,61,0,0,1,184,30,37,44.8
Genoa,Aarón Martín,es ESP,DF,27.0,34.3,5,0,0,38,28,4,256,19,47,0,1,0,146,20,33,37.7
Genoa,Johan Vásquez,mx MEX,DF,25.0,33.8,9,0,0,31,32,1,7,50,31,1,1,0,122,93,75,55.4
Genoa,Andrea Pinamonti,it ITA,FW,25.0,31.8,4,0,0,21,43,16,17,1,6,0,0,0,53,83,111,42.8
Genoa,Nicola Leali,it ITA,GK,31.0,29.0,1,0,0,1,6,0,0,0,0,0,0,1,30,6,0,100.0
Genoa,Koni De Winter,be BEL,DF,22.0,23.7,6,0,0,43,14,1,4,25,19,0,2,0,114,74,34,68.5
Genoa,Stefano Sabelli,it ITA,DF,31.0,23.0,3,0,0,25,23,0,60,22,31,0,0,0,92,16,26,38.1
Genoa,Morten Thorsby,no NOR,MF,28.0,21.2,6,0,0,53,15,9,9,5,30,0,2,1,51,107,99,51.9
Genoa,Fabio Miretti,it ITA,MF,20.0,18.8,2,0,0,23,53,2,61,7,15,0,0,0,85,11,23,32.4
Genoa,Milan Badelj,hr CRO,MF,35.0,16.5,2,0,0,18,19,0,5,20,16,0,0,0,74,10,6,62.5
Genoa,Alessandro Zanoli,it ITA,"FW,DF",23.0,19.2,3,0,0,17,19,1,65,12,20,0,0,0,60,19,19,50.0
Genoa,Mattia Bani,it ITA,DF,30.0,16.8,3,0,0,7,11,1,4,22,10,0,0,0,60,22,23,48.9
Genoa,Patrizio Masini,it ITA,MF,23.0,17.1,3,0,0,36,48,0,26,15,29,0,0,0,87,28,24,53.8
Genoa,Vitinha,pt POR,FW,24.0,14.9,2,0,0,23,25,8,45,12,8,0,0,0,53,31,28,52.5
Genoa,Alan Matturro,uy URU,DF,19.0,10.0,2,0,0,10,5,2,8,14,6,0,1,0,26,16,16,50.0
Genoa,Junior Messias,br BRA,MF,33.0,9.5,1,0,0,8,21,0,22,6,7,0,0,0,39,14,26,35.0
Genoa,Brooke Norton-Cuffy,eng ENG,DF,20.0,8.0,0,0,0,7,3,0,12,3,7,0,0,0,26,12,16,42.9
Genoa,Alessandro Vogliacco,it ITA,DF,25.0,8.0,3,0,0,12,2,0,11,9,3,0,1,0,20,11,8,57.9
Genoa,Pierluigi Gollini,it ITA,GK,29.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Genoa,Jeff Ekhator,it ITA,FW,17.0,8.6,1,0,0,15,13,3,10,2,4,0,0,0,32,15,32,31.9
Genoa,Ruslan Malinovskyi,ua UKR,MF,31.0,4.3,2,0,0,9,5,0,3,1,8,0,0,0,16,7,6,53.8
Genoa,Caleb Ekuban,gh GHA,FW,30.0,6.2,1,0,0,15,9,5,3,1,3,0,0,0,20,12,19,38.7
Genoa,Honest Ahanor,it ITA,DF,16.0,3.0,0,0,0,2,8,0,4,1,5,0,0,0,14,5,3,62.5
Genoa,Sebastian Otoa,dk DEN,DF,20.0,2.0,1,1,0,5,0,0,0,3,0,0,0,0,5,6,3,66.7
Genoa,Jean Onana,cm CMR,MF,24.0,3.4,1,0,0,12,2,0,1,4,6,0,0,0,13,6,10,37.5
Genoa,Maxwel Cornet,ci CIV,FW,27.0,2.7,0,0,0,0,1,1,8,2,1,0,0,0,14,1,9,10.0
Genoa,Lior Kasa,il ISR,MF,18.0,2.6,2,0,0,4,3,0,2,3,4,0,0,0,14,1,3,25.0
Genoa,Benjamin Siegrist,ch SUI,GK,32.0,1.7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
Genoa,Lorenzo Venturino,it ITA,FW,18.0,1.9,0,0,0,3,1,0,10,0,3,0,0,0,8,1,1,50.0
Genoa,Emil Bohinen,no NOR,MF,25.0,1.8,0,0,0,3,3,0,0,1,4,0,0,0,9,2,1,66.7
Genoa,Filippo Melegoni,it ITA,MF,25.0,1.0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,100.0
Genoa,Alessandro Marcandalli,it ITA,DF,21.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0
Genoa,Mario Balotelli,it ITA,FW,33.0,0.7,2,0,0,2,2,0,3,0,0,0,0,0,1,2,2,50.0
Genoa,David Akpan Ankeye,ng NGA,FW,22.0,0.5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0.0
Genoa,Gastón Pereiro,uy URU,MF,29.0,0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,50.0
Genoa,Daniele Sommariva,it ITA,GK,27.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Genoa,Federico Accornero,it ITA,MF,20.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
Hellas Verona,Lorenzo Montipò,it ITA,GK,28.0,36.0,0,0,0,0,7,0,0,0,0,0,0,1,28,7,1,87.5
Hellas Verona,Jackson Tchatchoua,cm CMR,DF,22.0,35.2,7,1,0,26,11,8,118,14,31,0,1,0,121,30,34,46.9
Hellas Verona,Diego Coppola,it ITA,DF,20.0,32.5,10,0,0,44,0,0,0,72,36,0,0,0,89,133,72,64.9
Hellas Verona,Ondrej Duda,sk SVK,MF,29.0,26.7,12,1,1,51,57,0,89,31,27,0,0,0,188,14,15,48.3
Hellas Verona,Tomáš Suslov,sk SVK,MF,22.0,23.3,7,1,1,54,65,2,49,18,38,0,0,0,88,5,25,16.7
Hellas Verona,Amin Sarr,se SWE,FW,23.0,21.4,1,0,0,47,20,13,7,3,12,0,1,0,42,65,91,41.7
Hellas Verona,Domagoj Bradarić,hr CRO,DF,24.0,21.6,6,0,0,21,14,3,78,15,28,0,0,0,80,16,21,43.2
Hellas Verona,Paweł Dawidowicz,pl POL,DF,29.0,20.5,7,1,0,36,11,0,1,20,24,0,1,0,54,33,27,55.0
Hellas Verona,Daniele Ghilardi,it ITA,DF,21.0,22.6,7,1,0,33,29,0,10,30,29,0,0,0,55,41,41,50.0
Hellas Verona,Casper Tengstedt,dk DEN,FW,24.0,17.1,2,0,0,6,9,6,10,4,5,0,0,0,37,20,61,24.7
Hellas Verona,Reda Belahyane,ma MAR,MF,20.0,18.5,6,1,1,31,9,0,3,10,26,0,0,0,109,5,15,25.0
Hellas Verona,Darko Lazović,rs SRB,DF,33.0,16.3,0,0,0,9,5,4,70,11,10,1,0,0,59,9,13,40.9
Hellas Verona,Suat Serdar,de GER,MF,27.0,15.4,4,1,1,33,18,0,9,8,22,0,0,0,74,14,14,50.0
Hellas Verona,Nicolás Valentini,ar ARG,DF,23.0,12.6,5,1,1,22,5,0,5,15,23,0,1,0,43,50,13,79.4
Hellas Verona,Daniel Mosquera,co COL,FW,24.0,15.4,4,0,0,44,17,8,2,2,8,0,0,0,54,79,89,47.0
Hellas Verona,Giangiacomo Magnani,it ITA,DF,28.0,11.8,2,0,0,8,11,0,2,17,15,0,0,0,38,29,18,61.7
Hellas Verona,Flavius Daniliuc,at AUT,DF,23.0,11.2,0,0,0,12,2,0,6,7,21,0,0,0,44,18,17,51.4
Hellas Verona,Dailon Livramento,cv CPV,FW,23.0,10.5,2,1,0,21,6,8,18,3,11,0,0,0,21,32,51,38.6
Hellas Verona,Grigoris Kastanos,cy CYP,MF,26.0,9.8,4,0,0,15,19,1,23,7,16,0,0,0,48,15,17,46.9
Hellas Verona,Cheikh Tidiane Niasse,sn SEN,MF,24.0,8.4,4,0,0,11,14,0,2,17,15,0,0,0,26,19,21,47.5
Hellas Verona,Antoine Bernede,fr FRA,MF,25.0,6.7,2,0,0,16,4,0,13,5,8,0,0,0,38,6,8,42.9
Hellas Verona,Martin Frese,dk DEN,DF,26.0,6.1,0,0,0,9,9,0,10,8,11,0,0,0,14,10,10,50.0
Hellas Verona,Abdou Harroui,nl NED,MF,26.0,5.2,1,0,0,10,3,0,9,2,6,0,0,0,22,8,7,53.3
Hellas Verona,Daniel Bandeira,pt POR,MF,24.0,4.5,1,0,0,4,4,0,8,6,0,0,0,0,36,7,3,70.0
Hellas Verona,Davide Faraoni,it ITA,DF,32.0,2.9,1,0,0,7,1,2,12,2,9,0,0,0,9,1,9,10.0
Hellas Verona,Simone Perilli,it ITA,GK,29.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Hellas Verona,Daniel Oyegoke,eng ENG,DF,21.0,1.1,1,0,0,2,0,0,4,1,2,0,0,0,5,0,2,0.0
Hellas Verona,Mathis Lambourde,fr FRA,FW,18.0,1.0,1,0,0,4,1,0,1,0,1,0,0,0,3,2,4,33.3
Hellas Verona,Faride Alidou,de GER,FW,23.0,0.8,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,100.0
Hellas Verona,Junior Ajayi,ci CIV,FW,19.0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,
Hellas Verona,Alphadjo Cissè,it ITA,FW,17.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
Hellas Verona,Yllan Okou,fr FRA,DF,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cagliari,Roberto Piccoli,it ITA,FW,23.0,34.9,6,0,0,60,54,23,8,3,9,2,0,0,54,110,147,42.8
Cagliari,Sebastiano Luperto,it ITA,DF,27.0,36.0,4,0,0,23,20,1,8,33,27,0,1,0,139,61,54,53.0
Cagliari,Gabriele Zappa,it ITA,DF,24.0,34.0,4,0,0,25,18,0,72,23,23,0,0,0,123,21,27,43.8
Cagliari,Nadir Zortea,it ITA,DF,25.0,30.3,2,0,0,33,22,1,119,19,14,0,1,0,96,17,30,36.2
Cagliari,Yerry Mina,co COL,DF,29.0,28.6,6,1,1,40,58,2,1,37,32,0,0,0,158,94,50,65.3
Cagliari,Tommaso Augello,it ITA,DF,29.0,30.3,3,0,0,15,11,3,207,16,28,0,0,0,135,49,22,69.0
Cagliari,Michel Ndary Adopo,fr FRA,MF,24.0,26.9,5,1,1,29,16,0,8,27,32,0,0,0,135,29,24,54.7
Cagliari,Antoine Makoumbou,cg CGO,MF,26.0,24.1,4,1,1,27,15,0,7,17,23,0,1,0,109,4,18,18.2
Cagliari,Zito Luvumbo,ao ANG,FW,22.0,18.0,2,0,0,38,51,11,65,4,6,0,0,0,50,6,17,26.1
Cagliari,Elia Caprile,it ITA,GK,22.0,18.0,0,0,0,0,6,0,0,0,0,0,0,0,16,4,0,100.0
Cagliari,Nicolas Viola,it ITA,FW,34.0,14.3,2,0,0,20,34,8,79,3,7,0,0,0,52,21,24,46.7
Cagliari,Alessandro Deiola,it ITA,MF,28.0,16.0,6,0,0,32,11,0,14,13,20,0,0,0,68,37,29,56.1
Cagliari,Răzvan Marin,ro ROU,MF,28.0,15.7,4,0,0,25,13,0,77,2,13,0,0,0,70,9,17,34.6
Cagliari,Simone Scuffet,it ITA,GK,28.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,17,3,1,75.0
Cagliari,Adam Obert,sk SVK,DF,21.0,12.0,4,0,0,22,7,0,11,23,18,0,0,0,59,25,22,53.2
Cagliari,José Luis Palomino,ar ARG,DF,34.0,12.0,3,0,0,11,2,0,0,22,15,0,1,0,50,16,12,57.1
Cagliari,Mattia Felici,it ITA,MF,23.0,10.4,1,0,0,18,17,4,25,7,12,0,1,0,51,7,10,41.2
Cagliari,Gianluca Gaetano,it ITA,MF,24.0,11.3,0,0,0,16,13,4,24,6,8,0,0,0,34,10,20,33.3
Cagliari,Matteo Prati,it ITA,MF,20.0,6.4,1,0,0,8,6,0,5,7,4,0,0,0,24,1,6,14.3
Cagliari,Alen Sherri,al ALB,GK,26.0,6.9,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,
Cagliari,Paulo Azzi,br BRA,DF,30.0,4.8,2,0,0,5,3,0,22,5,9,0,0,0,24,6,5,54.5
Cagliari,Florinel Coman,ro ROU,FW,26.0,2.9,2,0,0,8,9,0,2,1,3,0,0,0,12,4,2,66.7
Cagliari,Leonardo Pavoletti,it ITA,FW,35.0,5.0,5,0,0,25,7,7,0,0,0,0,0,0,9,56,44,56.0
Cagliari,Gianluca Lapadula,pe PER,FW,34.0,3.5,1,0,0,9,1,1,3,0,0,0,0,0,5,11,8,57.9
Cagliari,Mateusz Wieteska,pl POL,DF,27.0,2.0,1,0,0,4,0,0,0,7,0,0,1,0,11,2,7,22.2
Cagliari,Kingstone Mutandwa,zm ZAM,FW,21.0,1.4,0,0,0,7,1,0,1,0,0,0,0,0,6,3,4,42.9
Cagliari,Giuseppe Ciocci,it ITA,GK,22.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Cagliari,Nicola Pintus,it ITA,DF,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Parma,Zion Suzuki,jp JPN,GK,21.0,36.8,2,1,1,3,6,0,0,0,0,0,1,0,44,13,1,92.9
Parma,Simon Sohm,ch SUI,MF,23.0,33.3,6,0,0,19,30,1,15,26,17,0,0,0,127,29,29,50.0
Parma,Emanuele Valeri,it ITA,DF,25.0,32.0,1,0,0,28,26,0,129,29,31,0,0,0,124,19,19,50.0
Parma,Enrico Del Prato,it ITA,DF,24.0,32.8,8,0,0,20,17,0,16,19,17,0,0,0,120,38,43,46.9
Parma,Ange-Yoan Bonny,fr FRA,FW,20.0,28.3,2,0,0,21,47,14,14,3,16,1,0,0,64,23,70,24.7
Parma,Mandela Keita,be BEL,MF,22.0,20.4,6,1,1,28,33,1,0,21,25,0,1,0,94,14,14,50.0
Parma,Botond Balogh,hu HUN,DF,22.0,22.9,5,0,0,17,7,0,1,25,16,0,2,0,64,34,29,54.0
Parma,Dennis Man,ro ROU,FW,25.0,22.3,0,0,0,8,17,4,33,8,6,0,0,0,72,9,17,34.6
Parma,Matteo Cancellieri,it ITA,FW,22.0,16.0,2,1,0,26,41,2,21,13,16,0,0,0,55,29,28,50.9
Parma,Lautaro Valenti,ar ARG,DF,25.0,17.3,6,1,1,24,7,0,2,13,12,0,0,0,48,24,21,53.3
Parma,Adrian Bernabe,es ESP,MF,23.0,16.3,1,0,0,9,36,0,29,7,18,0,0,0,72,4,4,50.0
Parma,Valentin Mihaila,ro ROU,FW,24.0,14.4,2,0,0,17,20,1,33,8,15,0,1,0,39,13,27,32.5
Parma,Hernani,br BRA,MF,30.0,14.8,7,0,0,33,25,1,33,19,26,0,0,0,68,18,19,48.6
Parma,Giovanni Leoni,it ITA,DF,17.0,13.4,3,1,0,11,9,0,3,15,6,0,0,0,34,17,10,63.0
Parma,Woyo Coulibaly,ml MLI,DF,25.0,12.1,1,1,0,12,12,1,5,8,10,1,0,1,60,9,9,50.0
Parma,Antoine Hainaut,fr FRA,DF,22.0,13.5,4,0,0,13,16,1,26,15,14,0,0,0,58,33,16,67.3
Parma,Pontus Almqvist,se SWE,FW,25.0,12.4,5,0,0,15,15,2,11,19,13,1,0,0,40,9,15,37.5
Parma,Alessandro Vogliacco,it ITA,DF,25.0,8.6,2,0,0,10,5,0,2,3,2,0,0,1,24,17,13,56.7
Parma,Mateo Pellegrino,ar ARG,FW,23.0,8.3,2,0,0,27,16,0,4,1,2,0,0,0,20,49,44,52.7
Parma,Nahuel Estévez,ar ARG,MF,28.0,7.4,3,0,0,9,9,0,16,3,6,0,0,0,28,14,3,82.4
Parma,Alessandro Circati,au AUS,DF,20.0,6.0,1,0,0,4,5,0,0,3,5,0,0,0,11,17,4,81.0
Parma,Mohamed Haj,tn TUN,MF,19.0,5.0,4,0,0,6,11,0,7,4,1,0,0,0,15,6,6,50.0
Parma,Jacob Ondrejka,se SWE,MF,21.0,4.7,0,0,0,1,8,0,16,7,6,0,0,0,18,0,5,0.0
Parma,Milan Đurić,ba BIH,FW,34.0,3.0,1,0,0,2,6,1,0,0,0,0,0,0,8,35,15,70.0
Parma,Adrian Benedyczak,pl POL,FW,23.0,2.4,0,0,0,4,5,1,1,0,0,0,0,0,3,9,12,42.9
Parma,Yordan Osorio,ve VEN,DF,30.0,1.9,0,0,0,5,2,0,0,4,3,0,0,0,6,2,1,66.7
Parma,Drissa Camara,ci CIV,MF,22.0,5.0,3,0,0,17,17,1,5,3,7,1,0,0,29,3,9,25.0
Parma,Leandro Chichizola,ar ARG,GK,34.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Parma,Mateusz Kowalski,pl POL,MF,19.0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0
Parma,Gabriel Charpentier,cg CGO,FW,25.0,3.0,1,0,0,13,10,0,2,0,3,1,0,0,12,9,14,39.1
Parma,Mathias Løvik,no NOR,DF,20.0,1.0,0,0,0,2,0,0,3,2,0,0,0,0,2,2,2,50.0
Parma,Wylan Cyprien,fr FRA,MF,29.0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,
Lecce,Federico Baschirotto,it ITA,DF,27.0,38.0,3,0,0,31,7,0,5,23,25,0,3,0,93,104,55,65.4
Lecce,Wladimiro Falcone,it ITA,GK,29.0,38.0,2,0,0,1,10,0,0,0,0,0,1,0,32,13,0,100.0
Lecce,Nikola Krstović,me MNE,FW,24.0,34.1,6,0,0,57,55,20,8,7,9,0,0,0,72,91,128,41.6
Lecce,Antonino Gallo,it ITA,DF,24.0,29.0,3,1,0,12,16,3,116,20,42,0,0,2,116,26,37,41.3
Lecce,Frederic Guilbert,fr FRA,DF,29.0,27.2,3,2,0,33,24,1,54,47,36,0,1,0,84,40,29,58.0
Lecce,Lassana Coulibaly,ml MLI,MF,28.0,29.8,3,0,0,39,44,0,13,18,29,1,1,0,146,31,41,43.1
Lecce,Kialonda,ao ANG,DF,26.0,23.8,3,0,0,9,20,0,3,32,12,0,1,0,58,90,44,67.2
