Team,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Lecce,Tete Morente,es ESP,FW,27.0,22.6,5,0,0,26,24,0,56,14,17,0,0,0,104,37,23,61.7
Lecce,Santiago Pierotti,ar ARG,FW,23.0,21.7,6,1,1,55,13,12,17,14,24,0,0,0,111,49,61,44.5
Lecce,Patrick Dorgu,dk DEN,DF,19.0,20.5,2,1,0,24,55,4,40,18,27,1,0,1,99,31,21,59.6
Lecce,Ylber Ramadani,al ALB,MF,28.0,20.2,4,0,0,18,11,0,6,24,28,0,0,0,117,15,25,37.5
Lecce,Balthazar Pierret,fr FRA,MF,24.0,19.3,2,0,0,34,20,0,9,19,31,0,1,0,93,27,33,45.0
Lecce,Gaby Jean,fr FRA,DF,24.0,15.5,0,0,0,15,13,0,1,9,7,0,1,0,55,41,24,63.1
Lecce,Hamza Rafia,tn TUN,MF,25.0,11.9,4,0,0,26,25,0,45,4,27,0,0,0,62,5,13,27.8
Lecce,Þórir Jóhann Helgason,is ISL,MF,23.0,12.9,0,0,0,10,10,2,71,6,7,0,0,0,46,17,17,50.0
Lecce,Ante Rebić,hr CRO,FW,30.0,8.8,3,2,0,19,14,7,32,2,9,0,0,0,33,27,37,42.2
Lecce,Medon Berisha,al ALB,MF,20.0,8.0,5,0,0,16,11,0,29,11,8,0,0,0,36,7,7,50.0
Lecce,Lameck Banda,zm ZAM,FW,23.0,6.8,1,0,0,10,20,2,26,2,5,0,0,0,30,2,13,13.3
Lecce,Jesper Karlsson,se SWE,FW,26.0,5.6,2,0,0,4,0,0,28,0,2,0,1,0,12,1,6,14.3
Lecce,Remi Oudin,fr FRA,MF,27.0,3.3,1,0,0,2,1,0,23,2,1,0,0,0,18,1,1,50.0
Lecce,Mohamed Kaba,fr FRA,MF,22.0,5.0,1,0,0,6,10,0,1,4,8,0,0,0,19,8,12,40.0
Lecce,Danilo Veiga,pt POR,DF,21.0,4.2,0,0,0,6,11,0,17,4,6,0,0,0,19,5,11,31.3
Lecce,Konan N'dri,ci CIV,FW,23.0,3.4,0,0,0,7,6,0,13,1,3,0,0,0,7,1,3,25.0
Lecce,Valentin Gendrey,fr FRA,DF,24.0,2.0,0,0,0,1,2,0,3,2,2,0,0,0,3,1,3,25.0
Lecce,Andy Pelmard,fr FRA,DF,24.0,1.4,1,0,0,2,0,0,0,0,6,0,0,0,4,0,1,0.0
Lecce,Tiago Gabriel,pt POR,DF,19.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,83.3
Lecce,Marco Sala,it ITA,DF,25.0,0.8,0,0,0,1,1,0,8,0,0,0,0,0,1,0,2,0.0
Lecce,Kevin Bonifazi,it ITA,DF,28.0,0.7,0,0,0,0,0,0,0,2,1,0,0,0,7,1,1,50.0
Lecce,Nicola Sansone,it ITA,MF,32.0,0.7,1,0,0,0,1,1,4,0,0,0,0,0,1,0,1,0.0
Lecce,Rareș-Cătălin Burnete,ro ROU,FW,20.0,0.3,0,0,0,2,2,0,0,0,0,0,0,0,3,0,1,0.0
Lecce,Filip Marchwiński,pl POL,MF,22.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Empoli,Emmanuel Gyasi,gh GHA,DF,30.0,35.8,5,0,0,56,21,14,37,11,29,0,0,1,135,43,68,38.7
Empoli,Giuseppe Pezzella,it ITA,DF,26.0,32.1,7,0,0,49,33,6,178,15,31,0,1,0,88,36,19,65.5
Empoli,Devis Vásquez,co COL,GK,26.0,32.0,2,0,0,1,4,0,0,0,0,0,1,0,43,8,1,88.9
Empoli,Mattia Viti,it ITA,DF,22.0,28.6,3,0,0,30,29,1,0,48,45,0,0,0,97,61,52,54.0
Empoli,Saba Goglichidze,ge GEO,DF,20.0,28.3,3,1,0,26,34,1,5,33,37,0,0,0,108,28,54,34.1
Empoli,Ardian Ismajli,al ALB,DF,27.0,27.9,3,0,0,21,29,0,0,56,23,0,0,0,83,77,54,58.8
Empoli,Liam Henderson,sct SCO,MF,28.0,26.2,10,0,0,83,23,2,98,15,22,0,0,0,89,13,20,39.4
Empoli,Sebastiano Esposito,it ITA,FW,22.0,26.1,1,0,0,47,56,10,55,12,29,2,0,0,106,26,56,31.7
Empoli,Alberto Grassi,it ITA,MF,29.0,24.6,8,0,0,28,34,1,10,33,21,1,0,0,124,29,21,58.0
Empoli,Lorenzo Colombo,it ITA,FW,22.0,25.0,5,1,1,46,41,6,10,2,14,0,0,0,73,53,121,30.5
Empoli,Liberato Cacace,nz NZL,MF,23.0,24.9,6,0,0,27,17,5,102,22,25,0,0,0,98,41,51,44.6
Empoli,Youssef Maleh,ma MAR,MF,25.0,16.9,5,1,1,32,29,1,16,16,23,0,0,0,96,9,18,33.3
Empoli,Jacopo Fazzini,it ITA,MF,21.0,15.5,1,1,0,23,32,4,32,6,19,0,0,0,70,19,24,44.2
Empoli,Faustino Anjorin,eng ENG,MF,22.0,12.5,3,0,0,24,19,0,17,13,13,0,1,0,65,9,15,37.5
Empoli,Luca Marianucci,it ITA,DF,20.0,11.9,0,1,0,11,5,0,7,19,12,0,0,0,43,28,33,45.9
Empoli,Ola Solbakken,no NOR,MF,25.0,8.5,2,0,0,8,2,2,7,2,4,0,0,0,19,9,19,32.1
Empoli,Mattia De Sciglio,it ITA,DF,31.0,8.6,0,0,0,8,5,0,7,8,13,0,0,0,27,6,2,75.0
Empoli,Christian Kouamé,ci CIV,FW,26.0,5.7,0,0,0,7,15,2,2,0,4,0,0,0,18,48,24,66.7
Empoli,Marco Silvestri,it ITA,GK,33.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0
Empoli,Pietro Pellegri,it ITA,FW,23.0,4.7,2,0,0,10,5,1,3,0,2,0,0,0,15,3,20,13.0
Empoli,Junior Sambia,fr FRA,DF,27.0,4.3,0,0,0,6,9,0,28,2,10,0,0,0,18,7,7,50.0
Empoli,Nicolas Haas,ch SUI,MF,28.0,3.2,1,0,0,11,3,0,0,4,8,0,0,0,19,3,5,37.5
Empoli,Sebastian Walukiewicz,pl POL,DF,24.0,2.0,0,0,0,4,0,0,2,1,0,0,0,0,6,5,3,62.5
Empoli,Jacopo Seghetti,it ITA,GK,19.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Empoli,Emmanuel Ekong,se SWE,MF,22.0,2.1,1,0,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2
Empoli,Ismael Konate,ci CIV,FW,18.0,1.3,0,0,0,5,2,0,1,0,2,0,0,0,3,5,8,38.5
Empoli,Szymon Żurkowski,pl POL,MF,26.0,1.2,0,0,0,2,1,0,0,1,4,0,0,0,10,0,0,
Empoli,Viktor Kovalenko,ua UKR,MF,28.0,0.9,0,0,0,2,2,0,1,0,1,0,0,0,3,3,3,50.0
Empoli,Tyronne Ebuehi,ng NGA,DF,28.0,0.8,0,0,0,0,2,0,2,2,2,0,0,0,6,3,2,60.0
Empoli,Jacopo Bacci,it ITA,MF,19.0,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,100.0
Empoli,Thomas Campaniello,it ITA,FW,16.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,25.0
Empoli,Francesco Caputo,it ITA,FW,36.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Empoli,Petar Stojanović,si SVN,MF,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Empoli,Lorenzo Tosto,it ITA,DF,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Venezia,Jay Idzes,id IDN,DF,24.0,34.8,5,0,0,50,12,3,6,32,29,0,3,0,113,57,81,41.3
Venezia,Hans Nicolussi Caviglia,it ITA,MF,24.0,31.9,7,1,1,50,39,0,72,28,28,0,1,0,147,27,23,54.0
Venezia,Mikael Ellertsson,is ISL,DF,22.0,27.6,2,0,0,22,44,2,28,17,26,0,0,0,74,16,16,50.0
Venezia,Gaetano Oristanio,it ITA,FW,21.0,26.0,3,0,0,50,71,11,59,6,13,0,0,0,84,14,38,26.9
Venezia,Gianluca Busio,us USA,MF,22.0,28.1,4,0,0,26,44,4,29,19,31,1,0,0,107,32,34,48.5
Venezia,Joel Pohjanpalo,fi FIN,FW,29.0,18.0,1,0,0,12,15,10,3,4,3,1,0,0,20,46,59,43.8
Venezia,Francesco Zampano,it ITA,DF,30.0,18.3,5,0,0,24,19,5,49,6,20,0,0,0,77,10,18,35.7
Venezia,Fali Candé,gw GNB,DF,26.0,17.0,4,0,0,24,21,0,7,15,19,0,0,0,79,37,41,47.4
Venezia,Alessio Zerbin,it ITA,DF,25.0,16.9,4,0,0,36,34,3,74,15,28,0,0,0,69,10,12,45.5
Venezia,Filip Stankovic,rs SRB,GK,22.0,15.2,1,0,0,0,1,0,0,0,0,0,0,0,15,5,0,100.0
Venezia,Ionuț Radu,ro ROU,GK,27.0,15.0,1,0,0,0,1,0,0,0,0,0,0,0,20,1,0,100.0
Venezia,Michael Svoboda,at AUT,DF,25.0,14.6,1,0,0,7,11,0,2,22,14,0,0,0,71,35,28,55.6
Venezia,Ridgeciano Haps,sr SUR,DF,31.0,15.3,3,0,0,14,16,1,26,7,16,0,1,0,54,14,18,43.8
Venezia,Kike Pérez,es ESP,MF,27.0,12.5,4,0,0,31,16,1,49,10,25,0,0,0,71,14,16,46.7
Venezia,Joël Schingtienne,be BEL,DF,21.0,12.5,2,0,0,7,1,0,0,14,16,0,1,0,49,4,14,22.2
Venezia,Marin Šverko,hr CRO,DF,26.0,12.5,3,0,0,9,10,0,2,16,9,0,1,0,44,20,20,50.0
Venezia,Antonio Candela,it ITA,DF,24.0,11.3,2,0,0,14,4,0,22,8,21,0,2,1,38,14,13,51.9
Venezia,Alfred Duncan,gh GHA,MF,31.0,10.7,2,0,0,22,11,0,17,8,8,0,0,0,52,10,8,55.6
Venezia,John Yeboah,ec ECU,FW,24.0,13.7,6,0,0,14,21,4,26,4,3,1,0,0,45,6,10,37.5
Venezia,Issa Doumbia,ci CIV,MF,20.0,10.5,0,0,0,18,12,0,10,9,8,0,0,0,45,18,21,46.2
Venezia,Giorgio Altare,it ITA,DF,25.0,8.4,2,0,0,10,2,0,7,17,12,0,0,1,27,19,17,52.8
Venezia,Jesse Joronen,fi FIN,GK,31.0,7.8,0,0,0,1,0,0,0,0,0,0,1,1,11,3,0,100.0
Venezia,Magnus Kofod Andersen,dk DEN,MF,25.0,7.8,1,0,0,7,5,0,16,6,4,0,0,0,31,8,7,53.3
Venezia,Christian Gytkjær,dk DEN,FW,34.0,8.4,0,0,0,11,5,7,1,0,4,0,0,0,15,23,57,28.8
Venezia,Daniel Fila,cz CZE,FW,21.0,5.5,3,1,1,13,7,3,0,0,0,0,0,0,9,7,20,25.9
Venezia,Alessandro Marcandalli,it ITA,DF,21.0,4.0,2,0,0,9,0,0,0,2,6,0,1,0,16,12,12,50.0
Venezia,Mirko Marić,hr CRO,FW,29.0,4.0,0,0,0,3,4,3,3,1,3,0,0,0,11,13,22,37.1
Venezia,Franco Carboni,it ITA,DF,21.0,2.5,2,0,0,3,2,0,8,0,3,1,0,0,13,2,3,40.0
Venezia,Richie Sagrado,be BEL,DF,20.0,1.6,1,0,0,2,2,0,0,3,2,0,0,0,6,2,0,100.0
Venezia,Bjarki Bjarkason,is ISL,DF,24.0,1.8,2,0,0,2,8,0,7,2,2,0,0,0,9,0,0,
Venezia,Cheick Oumar Conde,gn GUI,MF,24.0,1.7,2,0,0,5,4,0,0,4,5,0,0,0,13,7,3,70.0
Venezia,Domen Črnigoj,si SVN,MF,28.0,1.5,0,0,0,2,4,0,2,4,2,0,0,0,8,2,5,28.6
Venezia,Antonio Raimondo,it ITA,"FW,DF",20.0,1.0,0,0,0,2,1,1,1,0,1,0,0,0,4,1,6,14.3
Venezia,Nicholas Pierini,it ITA,MF,25.0,0.9,0,0,0,1,2,0,3,0,0,0,0,0,2,1,3,25.0
Venezia,Saad El Haddad,ma MAR,MF,19.0,0.3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0
Venezia,Nunzio Lella,it ITA,MF,24.0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Monza,Giorgos Kyriakopoulos,gr GRE,DF,28.0,31.7,5,0,0,24,37,6,170,23,26,0,1,1,94,26,33,44.1
Monza,Pedro Pereira,pt POR,DF,26.0,29.7,10,0,0,48,9,0,57,21,32,0,0,0,88,27,40,40.3
Monza,Stefano Turati,it ITA,GK,22.0,29.7,1,0,0,0,12,0,0,0,0,0,0,0,32,3,1,75.0
Monza,Alessandro Bianco,it ITA,MF,21.0,29.0,9,0,0,43,55,3,23,22,28,0,1,0,122,16,28,36.4
Monza,Armando Izzo,it ITA,DF,32.0,27.1,12,0,0,65,47,0,8,45,15,0,0,0,90,52,64,44.8
Monza,Andrea Carboni,it ITA,DF,23.0,24.4,5,0,0,29,17,0,15,27,35,0,1,0,62,38,42,47.5
Monza,Dany Mota,pt POR,FW,26.0,23.5,3,0,0,30,36,7,38,9,3,0,0,0,61,60,71,45.8
Monza,Pablo Marí,es ESP,DF,30.0,18.1,4,1,1,27,5,0,1,37,15,0,1,0,59,40,21,65.6
Monza,Warren Bondo,fr FRA,MF,20.0,18.0,5,1,1,31,36,1,7,5,24,0,0,0,91,5,8,38.5
Monza,Gianluca Caprari,it ITA,MF,31.0,18.5,3,0,0,18,42,5,80,8,11,0,0,0,57,4,14,22.2
Monza,Samuele Birindelli,it ITA,DF,25.0,16.4,2,0,0,16,15,5,64,10,15,0,0,0,47,5,15,25.0
Monza,Daniel Maldini,it ITA,MF,22.0,14.6,5,0,0,15,39,2,38,4,6,0,0,0,52,22,27,44.9
Monza,Milan Đurić,ba BIH,FW,34.0,14.2,3,0,0,17,18,5,0,2,1,0,0,0,13,132,50,72.5
Monza,Patrick Ciurria,it ITA,MF,29.0,12.4,1,0,0,17,11,1,61,6,14,0,0,0,32,5,15,25.0
Monza,Danilo D'Ambrosio,it ITA,DF,35.0,12.2,2,1,0,18,11,3,9,15,15,0,0,0,46,16,23,41.0
Monza,Jean-Daniel Akpa-Akpro,ci CIV,MF,31.0,10.8,4,0,0,24,18,0,6,13,18,0,0,0,54,11,15,42.3
Monza,Luca Caldirola,it ITA,DF,33.0,9.8,5,0,0,18,16,1,1,11,7,0,0,0,19,13,13,50.0
Monza,Matteo Pessina,it ITA,MF,27.0,9.5,2,0,0,5,13,0,6,12,4,0,0,0,58,10,8,55.6
Monza,Semuel Pizzignacco,it ITA,GK,22.0,8.2,0,0,0,0,2,0,0,0,0,0,0,1,7,5,0,100.0
Monza,Keita Baldé,sn SEN,FW,29.0,7.2,2,0,0,7,23,3,6,2,1,0,0,0,12,5,11,31.3
Monza,Gaetano Castrovilli,it ITA,MF,27.0,6.7,0,0,0,8,7,2,14,2,7,0,0,0,27,1,6,14.3
Monza,Kacper Urbanski,pl POL,MF,19.0,5.6,1,0,0,8,4,0,4,2,3,0,0,0,23,6,13,31.6
Monza,Tomás Palacios,ar ARG,DF,21.0,5.0,2,0,0,2,10,1,1,8,5,0,0,0,29,6,4,60.0
Monza,Kevin Zeroli,it ITA,MF,19.0,4.4,0,0,0,5,1,2,2,2,2,0,0,0,15,5,4,55.6
Monza,Silvère Ganvoula M'Boussy,cg CGO,FW,28.0,3.6,0,0,0,4,8,1,0,1,0,0,0,0,6,15,12,55.6
Monza,Samuele Vignato,it ITA,MF,20.0,5.3,0,0,0,3,3,1,14,0,3,0,0,0,12,5,13,27.8
Monza,Stefan Lekovic,rs SRB,DF,20.0,4.1,0,0,0,5,3,0,0,7,4,0,0,1,18,6,6,50.0
Monza,Arvid Brorsson,se SWE,DF,25.0,4.0,0,0,0,1,4,0,0,2,3,0,0,0,14,7,6,53.8
Monza,Andrea Petagna,it ITA,FW,29.0,3.7,1,0,0,6,4,4,1,1,1,0,0,0,7,7,17,29.2
Monza,Stefano Sensi,it ITA,MF,28.0,3.1,0,0,0,3,6,0,12,3,5,0,0,0,16,2,3,40.0
Monza,Omari Forson,eng ENG,MF,20.0,2.5,0,0,0,2,2,1,9,1,3,0,0,0,11,0,2,0.0
Monza,Kevin Martins,it ITA,MF,19.0,2.0,1,0,0,3,4,0,6,1,4,0,0,0,12,2,1,66.7
Monza,Mirko Marić,hr CRO,FW,29.0,1.2,0,0,0,2,2,0,2,1,0,0,0,0,4,6,12,33.3
Monza,Roberto Gagliardini,it ITA,MF,30.0,2.0,1,0,0,6,7,0,1,2,2,0,0,0,6,4,6,40.0
Monza,Mattia Valoti,it ITA,MF,30.0,0.4,1,0,0,2,2,0,0,0,3,0,0,0,3,0,1,0.0
Monza,Andrea Mazza,it ITA,GK,20.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bayern Munich,Joshua Kimmich,de GER,MF,29.0,31.6,4,0,0,15,27,2,176,25,29,0,0,0,190,12,9,57.1
Bayern Munich,Harry Kane,eng ENG,FW,31.0,26.6,5,0,0,9,21,16,13,2,11,2,0,0,61,29,20,59.2
Bayern Munich,Michael Olise,fr FRA,FW,22.0,26.1,3,0,0,22,65,5,131,8,23,2,0,0,105,11,12,47.8
Bayern Munich,Kim Min-jae,kr KOR,DF,27.0,25.4,2,0,0,25,4,0,0,37,20,0,0,0,153,82,43,65.6
Bayern Munich,Manuel Neuer,de GER,GK,38.0,22.0,0,0,0,0,1,0,0,0,0,0,0,0,54,4,0,100.0
Bayern Munich,Jamal Musiala,de GER,MF,21.0,20.1,3,0,0,20,55,2,8,8,21,1,0,0,75,7,14,33.3
Bayern Munich,Dayot Upamecano,fr FRA,DF,25.0,19.6,6,0,0,20,11,0,6,34,22,0,0,0,115,59,42,58.4
Bayern Munich,Konrad Laimer,at AUT,DF,27.0,18.9,8,0,0,35,12,1,21,8,27,0,0,0,81,15,13,53.6
Bayern Munich,Raphaël Guerreiro,pt POR,DF,30.0,17.6,2,0,0,9,7,0,27,10,12,0,0,0,94,8,13,38.1
Bayern Munich,Aleksandar Pavlovic,de GER,MF,20.0,16.2,2,0,0,17,9,0,5,5,21,0,0,0,72,12,10,54.5
Bayern Munich,Leroy Sané,de GER,FW,28.0,18.3,2,0,0,16,25,6,51,7,15,1,0,0,82,7,6,53.8
Bayern Munich,Alphonso Davies,ca CAN,DF,23.0,17.4,0,0,0,8,26,3,22,13,17,0,0,0,115,9,8,52.9
Bayern Munich,Eric Dier,eng ENG,DF,30.0,16.3,1,0,0,16,4,1,2,20,11,0,0,0,80,52,43,54.7
Bayern Munich,Kingsley Coman,fr FRA,FW,28.0,14.4,0,0,0,9,12,8,45,8,12,0,0,0,59,11,16,40.7
Bayern Munich,Leon Goretzka,de GER,MF,29.0,14.8,2,0,0,12,11,0,5,20,11,0,0,0,77,31,26,54.4
Bayern Munich,Serge Gnabry,de GER,FW,29.0,13.9,0,0,0,19,6,8,22,6,11,0,0,0,47,4,10,28.6
Bayern Munich,Thomas Müller,de GER,MF,34.0,13.7,3,0,0,14,12,3,46,2,5,0,0,0,24,19,29,39.6
Bayern Munich,Josip Stanišić,hr CRO,DF,24.0,9.7,0,0,0,2,4,0,11,6,11,0,0,0,64,11,6,64.7
Bayern Munich,Jonas Urbig,de GER,GK,20.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,100.0
Bayern Munich,João Palhinha,pt POR,MF,29.0,7.5,2,1,0,13,10,0,2,4,14,0,1,0,17,20,11,64.5
Bayern Munich,Sacha Boey,fr FRA,DF,23.0,6.6,1,0,0,7,7,0,11,2,5,0,1,0,38,6,9,40.0
Bayern Munich,Daniel Peretz,il ISR,GK,24.0,3.0,1,0,0,0,2,0,0,0,0,0,0,0,10,0,0,
Bayern Munich,Hiroki Ito,jp JPN,DF,25.0,2.8,1,0,0,2,3,0,2,6,0,0,0,0,13,5,1,83.3
Bayern Munich,Mathys Tel,fr FRA,FW,19.0,2.9,0,0,0,5,6,1,5,1,2,0,0,0,10,1,0,100.0
Bayern Munich,Sven Ulreich,de GER,GK,35.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Bayern Munich,Gabriel Vidovic,hr CRO,MF,20.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
Bayern Munich,Adam Aznou,ma MAR,DF,18.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
Bayern Munich,Jonah Kusi-Asare,se SWE,FW,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
Bayern Munich,Arijon Ibrahimović,de GER,FW,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bayer Leverkusen,Jonathan Tah,de GER,DF,28.0,33.0,3,0,0,16,5,0,6,36,12,0,0,0,165,77,23,77.0
Bayer Leverkusen,Granit Xhaka,ch SUI,MF,31.0,32.1,3,0,0,33,34,0,30,12,26,0,0,1,179,41,26,61.2
Bayer Leverkusen,Álex Grimaldo,es ESP,DF,28.0,29.4,6,1,1,15,25,8,217,16,14,1,0,0,142,16,17,48.5
Bayer Leverkusen,Lukáš Hrádecký,fi FIN,GK,34.0,29.0,1,0,0,0,2,0,0,0,0,0,0,0,70,1,1,50.0
Bayer Leverkusen,Edmond Tapsoba,bf BFA,DF,25.0,27.9,4,0,0,34,6,1,8,24,24,0,1,1,124,54,32,62.8
Bayer Leverkusen,Piero Hincapié,ec ECU,DF,22.0,29.7,8,0,0,26,43,0,37,32,40,0,0,1,105,65,43,60.2
Bayer Leverkusen,Florian Wirtz,de GER,MF,21.0,26.2,3,0,0,22,39,11,101,10,20,1,0,0,113,9,36,20.0
Bayer Leverkusen,Jeremie Frimpong,nl NED,DF,23.0,25.9,4,0,0,20,31,9,116,8,25,0,1,0,84,13,26,33.3
Bayer Leverkusen,Patrik Schick,cz CZE,FW,28.0,18.8,4,0,0,24,23,7,1,4,5,1,0,0,29,45,55,45.0
Bayer Leverkusen,Robert Andrich,de GER,MF,29.0,17.9,7,0,0,29,17,0,12,29,12,0,1,0,73,21,12,63.6
Bayer Leverkusen,Aleix García,es ESP,MF,27.0,16.3,3,0,0,8,9,1,92,11,7,0,0,0,69,3,8,27.3
Bayer Leverkusen,Nathan Tella,ng NGA,MF,25.0,15.3,1,0,0,22,32,10,25,4,11,0,0,0,37,11,25,30.6
Bayer Leverkusen,Victor Boniface,ng NGA,FW,23.0,11.3,2,0,0,14,8,7,6,0,4,0,0,0,28,32,22,59.3
Bayer Leverkusen,Exequiel Palacios,ar ARG,MF,25.0,12.9,2,0,0,9,18,0,4,13,15,0,0,0,76,1,8,11.1
Bayer Leverkusen,Nordi Mukiele,fr FRA,DF,26.0,10.0,4,0,0,6,14,1,13,16,16,0,0,1,46,16,17,48.5
Bayer Leverkusen,Arthur,br BRA,DF,21.0,8.4,1,0,0,20,6,0,16,9,11,0,1,0,31,10,12,45.5
Bayer Leverkusen,Martin Terrier,fr FRA,MF,27.0,6.6,1,0,0,2,9,2,5,1,2,0,0,0,8,11,13,45.8
Bayer Leverkusen,Amine Adli,ma MAR,MF,24.0,8.6,3,0,0,15,9,7,33,0,9,2,0,0,30,21,26,44.7
Bayer Leverkusen,Matej Kovar,cz CZE,GK,24.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,50.0
Bayer Leverkusen,Jonas Hofmann,de GER,MF,32.0,4.0,1,0,0,1,9,0,5,0,0,0,0,0,11,0,4,0.0
Bayer Leverkusen,Mario Hermoso,es ESP,DF,29.0,3.3,0,0,0,2,1,0,5,9,0,0,0,0,15,9,7,56.3
Bayer Leverkusen,Emi Buendía,ar ARG,MF,27.0,2.9,0,0,0,6,7,0,3,0,5,0,0,0,20,5,3,62.5
Bayer Leverkusen,Jeanuël Belocian,fr FRA,DF,19.0,0.8,1,0,0,1,4,0,0,0,1,0,0,0,2,1,2,33.3
Eintracht Frankfurt,Arthur Theate,be BEL,DF,24.0,30.1,6,1,1,14,23,1,26,39,25,0,0,0,123,54,44,55.1
Eintracht Frankfurt,Hugo Ekitike,fr FRA,FW,22.0,28.7,1,0,0,39,17,19,17,7,12,1,0,0,87,52,59,46.8
Eintracht Frankfurt,Robin Koch,de GER,DF,28.0,28.8,3,0,0,24,13,1,1,25,11,0,1,0,112,102,48,68.0
Eintracht Frankfurt,Rasmus Kristensen,dk DEN,DF,27.0,28.0,4,0,0,24,12,0,59,20,33,0,0,0,121,44,30,59.5
Eintracht Frankfurt,Hugo Larsson,se SWE,MF,20.0,26.7,2,0,0,21,5,2,8,30,27,0,1,0,121,13,14,48.1
Eintracht Frankfurt,Kevin Trapp,de GER,GK,34.0,25.5,0,0,0,0,1,0,0,0,0,0,0,0,52,4,3,57.1
Eintracht Frankfurt,Tuta,br BRA,DF,25.0,25.3,8,0,0,30,9,0,3,40,27,0,0,1,120,45,44,50.6
Eintracht Frankfurt,Ellyes Skhiri,tn TUN,MF,29.0,24.9,6,0,0,22,19,2,3,31,22,0,0,0,105,19,19,50.0
Eintracht Frankfurt,Nathaniel Brown,de GER,DF,21.0,21.7,2,0,0,15,22,0,92,15,42,0,0,0,81,5,18,21.7
Eintracht Frankfurt,Ansgar Knauff,de GER,MF,22.0,17.9,3,0,0,27,28,11,32,12,22,0,0,0,76,19,27,41.3
Eintracht Frankfurt,Mario Götze,de GER,MF,32.0,17.3,1,0,0,15,15,1,39,7,28,0,0,0,104,3,10,23.1
Eintracht Frankfurt,Omar Marmoush,eg EGY,FW,25.0,16.2,2,0,0,8,55,7,78,2,8,1,0,0,51,7,14,33.3
Eintracht Frankfurt,Nnamdi Collins,de GER,DF,20.0,16.6,4,0,0,26,22,0,17,16,24,0,0,0,78,13,13,50.0
Eintracht Frankfurt,Fares Chaïbi,dz ALG,MF,21.0,11.3,2,0,0,5,7,1,72,10,9,0,0,0,30,16,21,43.2
Eintracht Frankfurt,Jean Mattéo Bahoya,fr FRA,MF,19.0,10.3,3,0,0,9,7,2,31,4,18,0,0,0,51,13,7,65.0
Eintracht Frankfurt,Kauã Santos,br BRA,GK,21.0,8.5,0,0,0,0,2,0,0,0,0,0,0,1,19,7,0,100.0
Eintracht Frankfurt,Oscar Højlund,dk DEN,MF,19.0,8.1,0,0,0,12,3,0,1,5,12,0,0,0,40,7,17,29.2
Eintracht Frankfurt,Can Uzun,tr TUR,MF,18.0,7.6,1,0,0,8,16,0,18,1,4,0,0,0,31,5,3,62.5
Eintracht Frankfurt,Niels Nkounkou,fr FRA,DF,23.0,4.3,1,0,0,5,2,0,23,7,10,0,0,0,24,3,5,37.5
Eintracht Frankfurt,Mahmoud Dahoud,de GER,MF,28.0,4.1,2,0,0,10,2,0,4,2,4,0,0,0,20,1,2,33.3
Eintracht Frankfurt,Michy Batshuayi,be BEL,FW,30.0,3.4,2,0,0,6,2,4,1,1,1,0,0,0,10,3,8,27.3
Eintracht Frankfurt,Junior Dina Ebimbe,fr FRA,MF,23.0,3.3,0,0,0,10,4,1,8,7,2,0,1,0,11,8,4,66.7
Eintracht Frankfurt,Igor Matanovic,hr CRO,FW,21.0,3.5,0,0,0,6,11,1,0,1,0,0,0,0,8,10,15,40.0
Eintracht Frankfurt,Elye Wahi,fr FRA,FW,21.0,2.2,1,0,0,2,3,4,5,0,0,0,0,0,8,2,8,20.0
Eintracht Frankfurt,Aurele Amenda,ch SUI,DF,21.0,1.1,1,0,0,3,2,0,0,2,0,0,0,0,2,8,3,72.7
Eintracht Frankfurt,Timothy Chandler,us USA,DF,34.0,0.3,0,0,0,0,2,0,1,3,0,0,0,0,1,4,1,80.0
Dortmund,Gregor Kobel,ch SUI,GK,26.0,32.0,1,0,0,0,2,0,0,1,0,0,0,0,61,5,0,100.0
