Team,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Getafe,Coba da Costa,es ESP,MF,22.0,11.3,1,23,8,34.8,2.04,0.71,0.04,0.13,18.3,0,0,0,1.1,1.1,0.05,-0.1,-0.1
Getafe,Juan Berrocal,es ESP,DF,25.0,11.9,0,4,0,0.0,0.34,0.0,0.0,,11.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Getafe,Allan Nyom,cm CMR,DF,36.0,9.9,1,9,4,44.4,0.91,0.4,0.11,0.25,16.4,0,0,0,0.5,0.5,0.06,0.5,0.5
Getafe,Juan Bernat,es ESP,MF,31.0,7.9,0,4,0,0.0,0.51,0.0,0.0,,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Getafe,Juanmi,es ESP,FW,31.0,7.8,0,13,6,46.2,1.66,0.77,0.0,0.0,12.8,0,0,0,2.9,2.9,0.22,-2.9,-2.9
Getafe,Borja Mayoral,es ESP,FW,27.0,12.4,5,19,8,42.1,1.53,0.64,0.21,0.5,13.9,0,1,1,3.4,2.6,0.14,1.6,1.4
Getafe,Álvaro Rodríguez,uy URU,FW,20.0,9.5,2,25,10,40.0,2.62,1.05,0.08,0.2,16.8,0,0,0,1.2,1.2,0.05,0.8,0.8
Getafe,Carles Aleñá,es ESP,MF,26.0,5.1,0,5,1,20.0,0.98,0.2,0.0,0.0,13.7,0,0,0,0.9,0.9,0.18,-0.9,-0.9
Getafe,Jesús Santiago,es ESP,MF,20.0,4.2,0,1,0,0.0,0.24,0.0,0.0,,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Getafe,Nabil Aberdin,fr FRA,MF,21.0,3.0,0,2,0,0.0,0.68,0.0,0.0,,31.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Getafe,Peter González,do DOM,MF,22.0,5.3,0,12,4,33.3,2.26,0.75,0.0,0.0,19.9,2,0,0,1.3,1.3,0.1,-1.3,-1.3
Getafe,Abdoulaye Keita,es ESP,FW,21.0,1.1,0,2,0,0.0,1.87,0.0,0.0,,25.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Getafe,Ismael Bekhoucha,ma MAR,MF,19.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Getafe,Alberto Risco,es ESP,MF,18.0,0.8,0,4,1,25.0,5.22,1.3,0.0,0.0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Getafe,John Joe,ie IRL,MF,20.0,0.5,0,2,0,0.0,3.75,0.0,0.0,,20.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Getafe,Gorka Rivera Alonso,es ESP,DF,19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Getafe,David Argüelles,es ESP,MF,22.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Espanyol,Joan García,es ESP,GK,23.0,38.0,0,1,1,100.0,0.03,0.03,0.0,0.0,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Espanyol,Omar El Hilali,ma MAR,DF,20.0,35.1,0,2,0,0.0,0.06,0.0,0.0,,30.9,0,0,0,0.0,0.0,0.01,0.0,0.0
Espanyol,Javi Puado,es ESP,FW,26.0,33.2,12,66,19,28.8,1.99,0.57,0.11,0.37,20.7,0,5,5,11.6,7.7,0.12,0.4,-0.7
Espanyol,Marash Kumbulla,al ALB,DF,24.0,33.1,3,16,5,31.3,0.48,0.15,0.19,0.6,11.4,0,0,0,1.8,1.8,0.11,1.2,1.2
Espanyol,Leandro Cabrera,uy URU,DF,33.0,31.9,4,19,6,31.6,0.6,0.19,0.21,0.67,12.2,0,0,0,1.1,1.1,0.06,2.9,2.9
Espanyol,Alex Král,cz CZE,MF,26.0,30.2,0,21,2,9.5,0.7,0.07,0.0,0.0,16.0,0,0,0,1.5,1.5,0.07,-1.5,-1.5
Espanyol,Carlos Romero,es ESP,DF,22.0,28.5,2,29,6,20.7,1.02,0.21,0.07,0.33,20.8,1,0,0,2.0,2.0,0.07,0.0,0.0
Espanyol,Pol Lozano,es ESP,MF,24.0,21.8,0,8,2,25.0,0.37,0.09,0.0,0.0,29.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Espanyol,Jofre,es ESP,MF,23.0,24.3,3,40,10,25.0,1.65,0.41,0.08,0.3,19.5,0,0,0,2.5,2.5,0.06,0.5,0.5
Espanyol,Roberto Férnandez,es ESP,FW,22.0,16.8,6,21,9,42.9,1.25,0.54,0.29,0.67,14.0,0,0,0,3.6,3.6,0.17,2.4,2.4
Espanyol,Urko González,es ESP,MF,23.0,15.4,0,4,2,50.0,0.26,0.13,0.0,0.0,15.8,0,0,0,0.5,0.5,0.14,-0.5,-0.5
Espanyol,Álvaro Tejero,es ESP,MF,28.0,13.9,1,17,4,23.5,1.23,0.29,0.06,0.25,26.1,6,0,0,0.6,0.6,0.04,0.4,0.4
Espanyol,Antoniu,es ESP,FW,21.0,11.5,0,10,4,40.0,0.87,0.35,0.0,0.0,19.7,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Espanyol,Edu Expósito,es ESP,MF,27.0,11.7,0,18,6,33.3,1.54,0.51,0.0,0.0,22.2,3,0,0,1.0,1.0,0.06,-1.0,-1.0
Espanyol,Brian Oliván,es ESP,DF,30.0,11.3,0,6,1,16.7,0.53,0.09,0.0,0.0,23.8,2,0,0,0.4,0.4,0.06,-0.4,-0.4
Espanyol,Alejo Véliz,ar ARG,FW,20.0,12.6,1,19,6,31.6,1.51,0.48,0.05,0.17,10.7,0,0,0,2.3,2.3,0.12,-1.3,-1.3
Espanyol,José Gragera,es ESP,MF,23.0,6.4,0,2,0,0.0,0.31,0.0,0.0,,20.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Espanyol,Fernando Calero,es ESP,DF,28.0,8.0,1,2,1,50.0,0.25,0.13,0.5,1.0,9.1,0,0,0,0.3,0.3,0.14,0.7,0.7
Espanyol,Sergi Gómez,es ESP,DF,32.0,7.4,0,2,1,50.0,0.27,0.14,0.0,0.0,8.7,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Espanyol,Walid Cheddira,ma MAR,FW,26.0,7.2,1,13,4,30.8,1.82,0.56,0.08,0.25,12.7,0,0,0,1.0,1.0,0.08,0.0,0.0
Espanyol,Irvin Cardona,fr FRA,FW,26.0,6.8,1,10,3,30.0,1.47,0.44,0.1,0.33,17.3,1,0,0,1.1,1.1,0.11,-0.1,-0.1
Espanyol,Álvaro Aguado,es ESP,MF,28.0,5.0,0,10,1,10.0,2.01,0.2,0.0,0.0,23.0,1,0,0,0.6,0.6,0.06,-0.6,-0.6
Espanyol,Justin Smith,ca CAN,MF,21.0,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Espanyol,Rafael Bauza,es ESP,MF,19.0,2.1,0,3,0,0.0,1.46,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Espanyol,Pere Milla,es ESP,MF,31.0,5.1,3,11,5,45.5,2.17,0.98,0.27,0.6,15.7,1,0,0,1.5,1.5,0.13,1.5,1.5
Espanyol,Naci Ünüvar,nl NED,MF,21.0,0.3,0,1,0,0.0,2.9,0.0,0.0,,14.2,0,0,0,0.0,0.0,0.05,0.0,0.0
Espanyol,Roger Hinojo,es ESP,DF,19.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Alaves,Carlos Vicente,es ESP,FW,25.0,34.4,5,35,13,37.1,1.02,0.38,0.11,0.31,18.2,1,1,1,3.5,2.7,0.08,1.5,1.3
Alaves,Nahuel Tenaglia,ar ARG,DF,28.0,32.5,2,27,8,29.6,0.83,0.25,0.07,0.25,15.5,0,0,0,2.2,2.2,0.08,-0.2,-0.2
Alaves,Antonio Sivera,es ESP,GK,27.0,31.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Alaves,Antonio Blanco,es ESP,MF,24.0,30.4,0,25,3,12.0,0.82,0.1,0.0,0.0,27.1,0,0,0,0.8,0.8,0.03,-0.8,-0.8
Alaves,Manu Sánchez,es ESP,DF,23.0,29.4,1,12,2,16.7,0.41,0.07,0.08,0.5,16.7,0,0,0,1.7,1.7,0.15,-0.7,-0.7
Alaves,Kiké,es ESP,FW,34.0,28.4,13,60,24,40.0,2.11,0.84,0.17,0.42,15.4,0,3,3,9.6,7.2,0.12,3.4,2.8
Alaves,Abdel Abqar,ma MAR,DF,25.0,27.4,0,12,1,8.3,0.44,0.04,0.0,0.0,8.0,0,0,0,0.9,0.9,0.08,-0.9,-0.9
Alaves,Jon Guridi,es ESP,MF,29.0,23.3,3,23,11,47.8,0.99,0.47,0.09,0.18,14.9,0,1,1,4.2,3.4,0.15,-1.2,-1.4
Alaves,Ander Guevara,es ESP,MF,27.0,21.7,0,12,3,25.0,0.55,0.14,0.0,0.0,20.9,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Alaves,Moussa Diarra,ml MLI,DF,23.0,20.8,0,1,0,0.0,0.05,0.0,0.0,,25.8,0,0,0,0.0,0.0,0.03,0.0,0.0
Alaves,Santiago Mouriño,uy URU,DF,22.0,20.6,0,13,3,23.1,0.63,0.15,0.0,0.0,15.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Alaves,Carlos Martín,es ESP,FW,22.0,15.0,2,26,12,46.2,1.74,0.8,0.08,0.17,17.0,0,0,0,2.3,2.3,0.09,-0.3,-0.3
Alaves,Joan Jordán,es ESP,MF,30.0,15.8,5,13,4,30.8,0.82,0.25,0.15,0.5,26.7,5,3,4,4.8,1.6,0.13,0.2,0.4
Alaves,Carles Aleñá,es ESP,MF,26.0,12.2,0,15,4,26.7,1.23,0.33,0.0,0.0,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7
Alaves,Toni Martínez,es ESP,FW,27.0,11.3,4,46,15,32.6,4.06,1.32,0.09,0.27,17.1,0,0,0,3.6,3.6,0.08,0.4,0.4
Alaves,Tomás Conechny,ar ARG,FW,26.0,9.5,1,22,10,45.5,2.32,1.05,0.05,0.1,18.3,2,0,0,2.4,2.4,0.11,-1.4,-1.4
Alaves,Facundo Garcés,my MAS,DF,24.0,7.5,0,5,1,20.0,0.66,0.13,0.0,0.0,15.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Alaves,Aleksandar Sedlar,rs SRB,DF,32.0,6.6,0,1,0,0.0,0.15,0.0,0.0,,11.8,0,0,0,0.0,0.0,0.03,0.0,0.0
Alaves,Stoichkov,es ESP,MF,30.0,7.8,0,18,3,16.7,2.3,0.38,0.0,0.0,19.8,1,0,0,1.1,1.1,0.06,-1.1,-1.1
Alaves,Carlos Benavídez,uy URU,MF,26.0,5.5,1,5,2,40.0,0.92,0.37,0.2,0.5,21.4,0,0,0,0.3,0.3,0.05,0.7,0.7
Alaves,Pica,es ESP,DF,22.0,5.6,0,4,1,25.0,0.72,0.18,0.0,0.0,10.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Alaves,Jesús Owono,gq EQG,GK,23.0,5.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Alaves,Abderrahman Rebbach,dz ALG,FW,25.0,4.3,0,6,1,16.7,1.39,0.23,0.0,0.0,20.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Alaves,Asier Villalibre,es ESP,FW,26.0,3.7,1,8,1,12.5,2.15,0.27,0.0,0.0,14.7,0,1,1,1.6,0.8,0.1,-0.6,-0.8
Alaves,Hugo Novoa,es ESP,DF,21.0,2.6,0,1,0,0.0,0.38,0.0,0.0,,9.7,0,0,0,0.5,0.5,0.49,-0.5,-0.5
Alaves,Luka Romero,ar ARG,FW,19.0,2.2,0,1,0,0.0,0.45,0.0,0.0,,38.7,0,0,1,0.8,0.0,0.02,-0.8,0.0
Alaves,Pau Cabanes,es ESP,MF,19.0,2.1,0,2,1,50.0,0.95,0.48,0.0,0.0,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0
Alaves,Adrian Rodriguez,es ESP,GK,23.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Alaves,Luis Rioja,es ESP,FW,30.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Girona,Paulo Gazzaniga,ar ARG,GK,32.0,35.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Girona,Daley Blind,nl NED,DF,34.0,30.9,0,10,4,40.0,0.32,0.13,0.0,0.0,19.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Girona,Arnau Martinez,es ESP,DF,21.0,29.2,2,19,6,31.6,0.65,0.21,0.11,0.33,15.4,0,0,0,1.2,1.2,0.07,0.8,0.8
Girona,Miguel Gutiérrez,es ESP,DF,23.0,27.4,1,28,9,32.1,1.02,0.33,0.04,0.11,21.5,3,0,0,1.6,1.6,0.06,-0.6,-0.6
Girona,Ladislav Krejčí,cz CZE,DF,25.0,27.1,2,18,5,27.8,0.66,0.18,0.11,0.4,14.8,0,0,0,1.7,1.7,0.09,0.3,0.3
Girona,David López,es ESP,DF,34.0,27.0,1,12,3,25.0,0.44,0.11,0.08,0.33,15.9,0,0,0,0.9,0.9,0.07,0.1,0.1
Girona,Yangel Herrera,ve VEN,MF,26.0,25.2,4,39,14,35.9,1.55,0.56,0.1,0.29,16.9,0,0,0,3.6,3.6,0.09,0.4,0.4
Girona,Iván Martín,es ESP,MF,25.0,22.8,1,11,3,27.3,0.48,0.13,0.09,0.33,19.1,0,0,0,1.8,1.8,0.16,-0.8,-0.8
Girona,Viktor Tsyhankov,ua UKR,FW,26.0,21.4,2,35,9,25.7,1.64,0.42,0.06,0.22,19.9,5,0,0,2.8,2.8,0.08,-0.8,-0.8
Girona,Bryan Gil,es ESP,FW,23.0,19.3,3,32,15,46.9,1.66,0.78,0.09,0.2,19.0,0,0,0,2.3,2.3,0.07,0.7,0.7
Girona,Oriol Romeu,es ESP,MF,32.0,15.2,0,5,1,20.0,0.33,0.07,0.0,0.0,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Girona,Abel Ruiz,es ESP,FW,24.0,15.1,4,21,7,33.3,1.39,0.46,0.14,0.43,14.0,0,1,2,4.6,3.0,0.14,-0.6,0.0
Girona,Donny van de Beek,nl NED,MF,27.0,15.9,2,18,5,27.8,1.13,0.31,0.11,0.4,14.7,0,0,0,1.5,1.5,0.08,0.5,0.5
Girona,Yaser Asprilla,co COL,FW,20.0,15.7,3,38,11,28.9,2.42,0.7,0.08,0.27,22.9,2,0,0,2.1,2.1,0.05,0.9,0.9
Girona,Arnaut Danjuma,nl NED,FW,27.0,14.9,2,30,14,46.7,2.01,0.94,0.07,0.14,16.0,1,0,0,3.6,3.6,0.12,-1.6,-1.6
Girona,Alejandro Francés,es ESP,DF,21.0,13.1,0,6,0,0.0,0.46,0.0,0.0,,20.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Girona,Bojan Miovski,mk MKD,FW,25.0,9.8,2,14,4,28.6,1.43,0.41,0.14,0.5,12.3,0,0,0,2.7,2.7,0.19,-0.7,-0.7
Girona,Arthur Melo,br BRA,MF,27.0,10.5,0,6,1,16.7,0.57,0.1,0.0,0.0,26.0,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Girona,Juanpe,es ESP,DF,33.0,8.1,0,2,0,0.0,0.25,0.0,0.0,,21.8,1,0,0,0.1,0.1,0.04,-0.1,-0.1
Girona,Cristhian Stuani,uy URU,FW,37.0,12.0,11,31,16,51.6,2.57,1.33,0.26,0.5,12.7,0,3,3,8.1,5.8,0.19,2.9,2.2
Girona,Portu,es ESP,FW,32.0,8.7,1,8,3,37.5,0.92,0.34,0.13,0.33,16.6,0,0,0,1.6,1.6,0.21,-0.6,-0.6
Girona,Jhon Solis,co COL,MF,19.0,6.0,1,4,1,25.0,0.67,0.17,0.25,1.0,16.0,0,0,0,0.7,0.7,0.16,0.3,0.3
Girona,Krapyvtsov Vladyslav,ua UKR,GK,19.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Girona,Silvi Clúa,es ESP,MF,19.0,1.8,0,2,1,50.0,1.09,0.55,0.0,0.0,33.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Girona,Gabriel Osei Misehouy,nl NED,FW,19.0,2.9,1,6,2,33.3,2.1,0.7,0.17,0.5,17.2,0,0,0,0.9,0.9,0.15,0.1,0.1
Girona,Iker Almena,es ESP,"FW,DF",20.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Girona,Papa Ba,es ESP,MF,19.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,9.8,0,0,0,0.0,0.0,0.03,0.0,0.0
Girona,Pau López,es ESP,GK,29.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Girona,Kim Minsu,kr KOR,MF,18.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Girona,Ferrán Ruiz,es ESP,MF,21.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sevilla,Dodi Lukebakio,be BEL,FW,26.0,34.5,11,93,38,40.9,2.7,1.1,0.11,0.26,19.2,2,1,1,10.1,9.3,0.1,0.9,0.7
Sevilla,Carmona,es ESP,DF,22.0,32.8,0,19,4,21.1,0.58,0.12,0.0,0.0,24.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5
Sevilla,Loïc Bade,fr FRA,DF,24.0,29.9,1,13,4,30.8,0.44,0.13,0.08,0.25,15.0,0,0,0,0.6,0.6,0.05,0.4,0.4
Sevilla,Ørjan Nyland,no NOR,GK,33.0,29.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sevilla,Nemanja Gudelj,rs SRB,MF,32.0,27.8,1,22,5,22.7,0.79,0.18,0.0,0.0,28.8,6,1,1,1.6,0.8,0.04,-0.6,-0.8
Sevilla,Adrià Pedrosa,es ESP,DF,26.0,25.6,1,24,7,29.2,0.94,0.27,0.04,0.14,24.5,0,0,0,0.9,0.9,0.04,0.1,0.1
Sevilla,Isaac Romero,es ESP,FW,24.0,24.2,4,53,17,32.1,2.19,0.7,0.08,0.24,16.9,0,0,1,6.8,6.0,0.11,-2.8,-2.0
Sevilla,Kike Salas,es ESP,DF,22.0,24.9,3,23,6,26.1,0.92,0.24,0.13,0.5,12.7,0,0,0,1.9,1.9,0.08,1.1,1.1
Sevilla,Lucien Agoume,fr FRA,MF,22.0,23.6,1,10,2,20.0,0.42,0.08,0.1,0.5,15.0,0,0,0,0.9,0.9,0.09,0.1,0.1
Sevilla,Djibril Sow,ch SUI,MF,27.0,23.1,2,22,6,27.3,0.95,0.26,0.09,0.33,18.6,0,0,0,2.4,2.4,0.11,-0.4,-0.4
Sevilla,Juanlu Sánchez,es ESP,MF,20.0,19.3,4,13,6,46.2,0.68,0.31,0.31,0.67,12.1,0,0,0,2.1,2.1,0.17,1.9,1.9
Sevilla,Saúl Ñíguez,es ESP,MF,29.0,17.3,1,42,9,21.4,2.42,0.52,0.02,0.11,19.2,2,0,0,2.8,2.8,0.07,-1.8,-1.8
Sevilla,Albert Sambi Lokonga,be BEL,MF,24.0,16.4,0,13,5,38.5,0.79,0.3,0.0,0.0,19.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Sevilla,Peque,es ESP,MF,21.0,12.7,1,19,4,21.1,1.49,0.31,0.05,0.25,15.7,0,0,0,2.5,2.5,0.13,-1.5,-1.5
Sevilla,Chidera Ejuke,ng NGA,FW,26.0,10.8,2,20,8,40.0,1.85,0.74,0.1,0.25,18.3,0,0,0,1.1,1.1,0.05,0.9,0.9
Sevilla,Ruben Vargas,ch SUI,FW,25.0,7.6,2,17,5,29.4,2.25,0.66,0.12,0.4,13.8,0,0,0,2.0,2.0,0.12,0.0,0.0
Sevilla,Álvaro Fernández,es ESP,GK,26.0,8.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sevilla,Marcão,br BRA,DF,28.0,6.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sevilla,Tanguy Nianzou,fr FRA,DF,22.0,5.8,0,2,0,0.0,0.35,0.0,0.0,,8.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Sevilla,Kelechi Iheanacho,ng NGA,FW,27.0,4.5,0,9,2,22.2,2.0,0.45,0.0,0.0,13.9,0,0,0,1.5,1.5,0.16,-1.5,-1.5
Sevilla,Suso,es ESP,FW,30.0,6.8,0,16,4,25.0,2.37,0.59,0.0,0.0,22.9,2,0,0,0.7,0.7,0.05,-0.7,-0.7
Sevilla,Álvaro Pascual,es ESP,FW,22.0,4.6,1,11,4,36.4,2.4,0.87,0.09,0.25,11.6,0,0,0,1.1,1.1,0.1,-0.1,-0.1
Sevilla,Jesús Navas,es ESP,FW,38.0,4.7,1,3,2,66.7,0.63,0.42,0.33,0.5,14.9,0,0,0,0.5,0.5,0.18,0.5,0.5
Sevilla,Valentín Barco,ar ARG,DF,20.0,3.2,0,7,0,0.0,2.18,0.0,0.0,,27.8,2,0,0,0.3,0.3,0.04,-0.3,-0.3
Sevilla,Stanis Idumbo,be BEL,FW,19.0,3.2,1,4,2,50.0,1.25,0.63,0.25,0.5,23.5,0,0,0,0.6,0.6,0.16,0.4,0.4
Sevilla,Ramón Martínez,es ESP,DF,21.0,2.9,1,4,3,75.0,1.38,1.03,0.25,0.33,11.8,0,0,0,0.3,0.3,0.08,0.7,0.7
Sevilla,Lucas Ocampos,ar ARG,FW,30.0,2.0,0,4,2,50.0,2.05,1.02,0.0,0.0,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Sevilla,Manu Bueno,es ESP,MF,20.0,1.6,1,4,1,25.0,2.55,0.64,0.25,1.0,26.8,0,0,0,0.1,0.1,0.03,0.9,0.9
Sevilla,Akor Adams,ng NGA,FW,24.0,1.5,0,2,1,50.0,1.34,0.67,0.0,0.0,22.2,0,0,0,0.4,0.4,0.22,-0.4,-0.4
Sevilla,Gonzalo Montiel,ar ARG,DF,27.0,1.3,0,1,0,0.0,0.79,0.0,0.0,,14.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Sevilla,Diego Iturralde,es ESP,FW,21.0,0.4,0,1,0,0.0,2.37,0.0,0.0,,15.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Sevilla,Leandro Antonetti,pr PUR,FW,21.0,0.3,0,1,1,100.0,3.21,3.21,0.0,0.0,26.9,0,0,0,0.1,0.1,0.14,-0.1,-0.1
Sevilla,Israel Domínguez,es ESP,FW,21.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sevilla,Mateo Mejía,es ESP,FW,21.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sevilla,Darío Fuentes,es ESP,DF,21.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leganes,Sergi,es ESP,DF,32.0,32.9,2,13,5,38.5,0.4,0.15,0.15,0.4,10.0,0,0,0,1.5,1.5,0.11,0.5,0.5
Leganes,Marko Dmitrović,rs SRB,GK,32.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leganes,Seydouba Cissé,gn GUI,MF,23.0,27.3,3,24,5,20.8,0.88,0.18,0.13,0.6,20.0,0,0,0,3.0,3.0,0.13,0.0,0.0
Leganes,Valentin Rosier,fr FRA,DF,27.0,28.8,1,14,4,28.6,0.49,0.14,0.07,0.25,18.7,0,0,0,0.9,0.9,0.06,0.1,0.1
Leganes,Renato Tapia,pe PER,MF,29.0,27.0,1,14,6,42.9,0.52,0.22,0.07,0.17,29.1,0,0,0,0.6,0.6,0.05,0.4,0.4
Leganes,Javi Hernández,es ESP,DF,26.0,26.6,2,17,6,35.3,0.64,0.23,0.12,0.33,21.3,2,0,0,0.8,0.8,0.04,1.2,1.2
Leganes,Yvan Neyou,cm CMR,MF,27.0,25.8,1,16,3,18.8,0.62,0.12,0.06,0.33,25.8,0,0,0,0.6,0.6,0.04,0.4,0.4
Leganes,Juan Cruz,es ESP,FW,24.0,25.2,5,33,14,42.4,1.31,0.55,0.15,0.36,21.0,1,0,0,2.7,2.7,0.08,2.3,2.3
Leganes,Matija Nastasić,rs SRB,DF,31.0,23.5,1,2,1,50.0,0.09,0.04,0.5,1.0,11.7,0,0,0,0.1,0.1,0.03,0.9,0.9
Leganes,Dani Raba,es ESP,FW,28.0,21.1,8,39,12,30.8,1.85,0.57,0.1,0.33,25.5,4,4,5,7.5,3.6,0.09,0.5,0.4
Leganes,Jorge Sáenz,es ESP,DF,27.0,18.8,1,8,3,37.5,0.43,0.16,0.13,0.33,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3
Leganes,Adrià Altimira,es ESP,DF,23.0,18.2,0,7,2,28.6,0.38,0.11,0.0,0.0,24.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Leganes,Miguel,es ESP,FW,24.0,19.3,1,33,14,42.4,1.71,0.73,0.0,0.0,15.5,0,1,2,4.9,3.3,0.1,-3.9,-3.3
Leganes,Darko Brašanac,rs SRB,MF,32.0,18.1,1,12,3,25.0,0.66,0.17,0.08,0.33,13.1,0,0,0,1.8,1.8,0.15,-0.8,-0.8
Leganes,Diego,es ESP,FW,24.0,13.4,3,29,9,31.0,2.17,0.67,0.1,0.33,14.1,0,0,0,3.8,3.8,0.13,-0.8,-0.8
Leganes,Óscar Rodríguez Arnaiz,es ESP,MF,26.0,14.8,1,33,6,18.2,2.22,0.4,0.03,0.17,25.1,9,0,0,2.1,2.1,0.06,-1.1,-1.1
Leganes,Munir El Haddadi,ma MAR,FW,28.0,9.7,4,21,9,42.9,2.17,0.93,0.19,0.44,20.1,3,0,0,1.6,1.6,0.07,2.4,2.4
Leganes,Enric Franquesa,es ESP,DF,27.0,6.9,1,3,1,33.3,0.44,0.15,0.33,1.0,16.8,0,0,0,0.3,0.3,0.1,0.7,0.7
Leganes,Yan Diomandé,ci CIV,MF,17.0,6.1,2,11,3,27.3,1.81,0.49,0.18,0.67,17.3,0,0,0,1.4,1.4,0.13,0.6,0.6
Leganes,Juan Soriano,es ESP,GK,26.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Leganes,Sébastien Haller,ci CIV,FW,30.0,4.5,0,4,1,25.0,0.88,0.22,0.0,0.0,14.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4
Leganes,Roberto López,es ESP,MF,24.0,4.4,0,6,1,16.7,1.36,0.23,0.0,0.0,27.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Leganes,Julián Chicco,ar ARG,MF,26.0,3.4,0,3,1,33.3,0.89,0.3,0.0,0.0,19.7,0,0,0,0.5,0.5,0.16,-0.5,-0.5
Leganes,Aritz Arambarri,es ESP,DF,26.0,2.0,0,1,0,0.0,0.51,0.0,0.0,,15.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Leganes,Duk,cv CPV,MF,24.0,2.0,0,2,1,50.0,1.0,0.5,0.0,0.0,30.3,0,0,0,0.0,0.0,0.01,0.0,0.0
Leganes,Borna Barišić,hr CRO,DF,31.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
